playerID,Seasons,Wins,Loses,Games,Games_Started,Complete_Games,Shut_Outs,Earned_Runs,Strike_Outs,Walks,Games_Finished,Runs_Allowed,Batters_Faced
aardsda01,9,16,18,331,0,0,0,160,340,183,141,169,1475
aasedo01,13,66,60,448,91,22,5,468,641,457,235,503,4730
abadfe01,9,8,27,363,6,0,0,129,271,113,96,137,1350
abbeybe01,6,22,40,79,65,52,0,285,161,192,14,442,2568
abbeych01,1,0,0,1,0,0,0,1,0,0,1,3,12
abbotda01,1,0,2,3,1,1,0,9,1,8,2,14,67
abbotgl01,12,62,83,248,206,37,5,627,484,352,13,707,5508
abbotji01,11,87,108,263,254,31,6,791,888,620,5,880,7211
abbotky01,4,4,17,57,22,0,0,107,124,79,4,112,815
abbotpa01,12,43,37,162,112,1,0,394,496,393,17,421,3187
aberal01,8,24,25,168,30,7,0,181,169,160,76,205,1698
abernbi01,1,0,0,1,0,0,0,3,0,1,1,3,10
abernte01,3,0,3,7,2,1,0,25,13,17,3,26,107
abernte02,17,63,69,681,34,7,2,441,765,592,416,513,4963
abernwo01,2,1,1,16,1,0,0,17,6,11,6,19,164
ablesha01,3,1,5,14,8,4,0,32,41,30,6,51,317
abramge01,1,0,0,3,0,0,0,5,1,3,1,5,24
abregjo01,1,1,1,6,5,0,0,17,13,12,0,18,109
abreuju01,1,0,0,7,0,0,0,2,12,3,2,2,34
abreuwi01,4,0,1,38,0,0,0,36,38,19,6,39,207
accarje01,10,10,20,262,0,0,0,136,205,111,115,143,1222
aceveal01,7,31,16,204,15,0,0,162,282,129,91,172,1599
acevejo01,5,18,25,104,59,1,0,235,253,113,11,246,1628
aceveju01,10,28,40,367,34,0,0,274,350,226,165,316,2488
achteaj01,3,2,1,45,0,0,0,27,33,21,22,30,267
ackerji01,12,33,49,467,32,0,0,399,482,329,159,447,3868
ackerto01,4,19,13,153,23,5,1,174,256,150,35,181,1629
acklefr01,2,1,0,5,4,0,0,9,17,11,1,10,84
acostcy01,4,13,9,107,0,0,0,55,109,77,74,65,768
acosted01,3,6,9,57,8,3,1,62,70,39,22,71,594
acostjo01,3,10,10,55,13,6,1,107,45,68,28,119,939
acostma01,6,13,13,233,0,0,0,110,219,117,78,122,1070
acrema01,4,9,6,114,0,0,0,73,98,68,32,75,582
adamja01,1,0,3,31,0,0,0,22,37,15,14,22,142
adamsac01,6,41,33,302,7,2,0,213,171,224,218,247,2379
adamsau01,3,2,0,53,0,0,0,41,44,21,21,44,267
adamsau02,2,0,0,8,0,0,0,2,10,11,3,4,36
adamsba01,19,194,140,482,355,206,44,917,1036,430,89,1129,11947
adamsbo01,1,0,0,2,0,0,0,5,1,3,2,5,28
adamsbo02,2,0,1,5,1,0,0,7,5,3,3,11,60
adamsch01,1,0,1,3,1,0,0,6,4,4,1,7,34
adamsda01,2,4,11,47,16,6,0,71,54,65,24,87,576
adamsjo01,1,0,0,1,0,0,0,4,0,2,1,6,23
adamsjo02,3,5,6,44,11,0,0,60,77,37,4,66,484
adamska01,2,1,9,30,12,3,0,64,62,48,14,72,503
adamsmi01,3,0,4,11,4,0,0,21,14,22,2,22,122
adamsmi03,11,21,20,408,0,0,0,109,409,126,60,122,1653
adamsre01,1,0,1,8,0,0,0,11,8,7,4,12,59
adamsri01,1,2,5,11,6,3,1,25,25,24,5,30,271
adamste01,12,51,62,574,41,0,0,403,691,380,201,448,3801
adamswi01,5,8,16,65,21,8,0,138,74,144,30,172,1238
adamswi02,2,6,9,25,24,1,1,87,105,55,0,92,611
adcocna01,4,2,6,56,5,0,0,57,80,56,14,64,541
adenhni01,2,1,0,4,4,0,0,12,9,16,0,12,90
adkinde01,3,2,4,38,6,1,0,62,47,50,19,69,451
adkindo01,2,1,1,6,3,1,0,15,3,12,3,28,130
adkingr01,2,12,27,67,42,19,0,175,78,156,18,211,1626
adkinjo01,6,5,5,119,0,0,0,70,81,54,40,75,605
adkinst01,1,1,2,5,5,0,0,17,14,29,0,18,115
adlemti01,2,9,15,43,33,0,0,106,155,71,4,111,818
affelje01,15,43,46,774,42,0,0,408,720,396,162,455,4034
agostju01,15,40,33,543,2,0,0,279,307,248,198,313,2713
aguilri01,19,86,81,732,89,10,0,512,1030,351,557,568,5391
aguirha01,16,75,72,447,149,44,9,496,856,479,124,562,5790
ahearpa01,1,0,2,4,3,0,0,13,4,5,0,13,55
ainsmed01,1,0,0,1,0,0,0,2,0,0,0,2,3
ainswku01,5,6,8,29,22,0,0,73,90,61,4,78,569
aitchra01,3,12,12,34,22,10,3,69,101,67,8,98,873
akerfda01,5,9,10,125,13,1,0,132,129,127,33,146,1047
akerja01,14,47,45,495,0,0,0,272,404,274,321,312,3144
akersje01,1,1,1,5,1,0,0,11,11,15,3,17,97
albagi01,1,0,0,3,0,0,0,1,3,2,1,2,14
albaljo01,5,6,3,66,0,0,0,37,56,32,13,40,332
albanjo01,1,0,0,6,0,0,0,3,3,2,6,3,27
alberan01,4,7,6,26,18,1,1,55,79,25,5,73,523
albercy01,1,1,2,4,3,2,0,19,10,20,1,22,126
alberjo01,3,0,4,27,5,0,0,48,23,36,10,57,290
alberma01,14,39,42,549,24,0,0,333,514,285,132,365,3030
albosed01,2,0,8,19,8,0,0,36,24,43,3,43,250
albreed01,2,1,1,3,2,1,0,7,2,11,1,10,52
albural01,8,17,8,264,0,0,0,86,291,135,58,88,1045
alburvi01,4,18,17,101,37,6,1,170,193,220,32,194,1630
alcalsa01,3,14,11,68,33,3,1,132,140,121,11,138,1103
alcanra01,2,2,5,13,9,0,0,37,26,16,2,39,211
alcansa01,2,2,3,14,6,0,0,17,40,29,3,19,185
alcanvi01,2,1,1,33,0,0,0,15,26,10,10,15,158
alderda01,2,0,1,16,3,0,0,26,11,12,9,30,168
aldremi01,1,0,0,1,0,0,0,0,0,0,1,0,4
aldresc01,12,20,39,229,67,1,0,334,312,230,29,356,2267
aldrija01,4,6,5,62,0,0,0,57,46,39,21,62,474
aldrivi01,9,97,80,248,205,102,8,668,526,512,28,785,6852
alexabo01,2,1,1,9,0,0,0,13,2,7,5,13,57
alexado01,23,194,174,561,464,98,18,1406,1528,978,56,1541,14162
alexage01,3,6,3,36,11,0,0,63,59,54,6,67,453
alexama02,1,0,0,1,0,0,0,5,0,4,1,5,7
alexape01,21,373,208,696,599,437,90,1476,2198,951,80,1851,20928
alexasc01,4,7,5,152,1,0,0,56,134,65,24,61,660
alfonan01,11,35,37,592,0,0,0,280,400,250,301,296,2710
allarbr01,3,4,6,19,13,3,0,45,44,31,3,52,399
allarko01,1,1,1,3,1,0,0,11,3,4,0,12,47
allenbo03,1,0,1,3,1,0,0,9,8,8,1,12,64
allenbo04,5,7,12,204,0,0,0,125,199,132,84,152,1232
allenco01,7,24,29,456,0,0,0,146,564,173,278,163,1827
allenfr01,7,50,67,180,127,60,10,316,457,373,31,411,4014
allenjo01,1,0,0,1,0,0,0,4,2,2,1,4,0
allenjo02,15,142,75,352,241,109,17,813,1070,738,68,924,8292
allenll01,9,8,25,159,19,0,0,155,194,196,75,183,1366
allenmy01,3,1,3,5,3,3,0,7,3,7,1,16,147
allenne01,14,58,70,434,59,7,6,426,611,417,222,464,4248
allisda01,1,1,1,11,0,0,0,9,4,5,4,9,49
allisdo01,1,0,0,1,0,0,0,1,0,1,1,5,26
allisma01,3,9,21,45,27,17,1,87,57,67,12,135,990
almanar01,7,14,13,254,0,0,0,115,232,136,49,123,951
almanca01,8,13,13,210,1,0,0,128,170,82,63,134,1044
almoned01,1,0,0,12,0,0,0,14,7,5,3,15,57
almonhe01,3,1,4,50,0,0,0,36,40,30,15,36,243
almonmi01,3,0,2,19,0,0,0,17,17,12,7,17,87
almonye01,1,0,0,14,0,0,0,3,14,4,3,5,60
alomalu01,4,18,3,116,1,1,1,90,115,111,55,98,1001
alouma01,1,0,0,1,0,0,0,0,3,1,1,0,10
alstoga01,1,1,0,6,0,0,0,6,5,3,4,6,30
altampo01,3,7,4,65,0,0,0,41,57,30,27,43,385
altavda01,3,4,3,78,0,0,0,29,85,36,23,35,336
altener01,1,0,1,14,1,0,0,23,4,9,7,27,112
altroni01,18,83,75,218,161,128,16,445,425,272,46,600,6024
alvarab01,3,0,1,4,1,0,0,13,5,7,1,13,53
alvarda01,5,6,1,56,0,0,0,27,61,22,12,31,222
alvarhe01,6,27,35,95,95,5,5,245,302,140,0,268,2425
alvarjo01,4,8,9,98,0,0,0,54,134,79,38,56,688
alvarjo02,6,12,18,284,6,0,0,113,246,88,48,127,1178
alvarjo03,2,1,9,105,0,0,0,29,109,38,23,33,386
alvarju01,4,0,5,80,0,0,0,35,42,40,19,36,271
alvarrj01,2,0,0,31,0,0,0,23,32,18,15,24,133
alvarta01,2,3,6,19,13,0,0,35,26,26,3,40,269
alvarvi01,2,0,2,9,1,0,0,13,10,8,4,13,71
alvarwi01,15,102,92,355,263,12,5,769,1330,805,18,857,7518
amarial01,2,0,0,2,0,0,0,0,0,0,2,0,2
ambrihe01,4,3,7,96,0,0,0,63,87,44,32,70,487
amesre01,20,183,167,533,368,209,26,934,1702,1034,116,1313,13080
amesst01,1,0,1,4,0,0,0,2,4,2,3,2,19
amoledo01,2,4,10,18,12,10,0,63,30,39,5,91,544
amorvi01,2,1,3,13,4,1,0,21,12,13,5,22,161
anckewa01,1,0,0,4,1,0,0,7,4,17,3,10,88
anderal02,6,49,54,148,128,15,3,374,339,211,7,424,3474
anderbi01,1,0,0,2,0,0,0,3,1,2,2,3,14
anderbo01,7,36,46,246,93,15,1,398,502,319,62,450,3634
anderbr02,14,82,83,291,245,12,4,814,723,337,11,906,6532
anderbr04,11,46,52,157,145,3,1,373,592,217,4,416,3474
anderbu01,2,4,10,64,6,1,0,61,76,62,39,71,643
anderch01,5,45,36,134,133,0,0,310,597,231,1,332,2986
anderco01,2,9,8,34,24,1,0,76,98,37,2,77,635
andercr01,4,7,23,82,17,2,0,109,94,81,34,147,893
anderda01,3,3,13,21,17,15,0,91,56,74,3,130,705
anderdr02,2,0,1,7,1,0,0,13,13,3,2,14,73
anderfr01,7,53,57,178,114,62,11,313,514,247,43,415,3978
anderja01,4,2,0,32,0,0,0,27,19,30,15,29,182
anderji02,7,25,47,122,96,3,0,346,241,240,8,371,2587
anderjo02,4,0,0,24,1,0,0,32,19,14,7,37,211
anderju01,1,3,3,57,0,0,0,25,67,40,10,25,241
anderla01,3,2,3,16,1,1,1,26,23,22,8,28,191
anderla02,19,40,39,699,1,0,0,348,758,311,267,402,4171
anderma01,7,15,7,257,0,0,0,148,224,157,111,167,1162
andermi01,1,0,0,1,0,0,0,0,2,0,1,0,5
andermi02,1,0,0,3,0,0,0,11,4,3,0,11,30
anderre01,3,5,8,36,9,3,0,66,40,69,6,84,606
anderri01,2,0,0,6,2,0,0,5,7,14,3,6,56
anderri02,3,4,4,28,10,0,0,51,42,29,5,56,425
andersc01,3,1,2,18,7,0,0,33,28,21,3,33,239
anderta01,1,1,0,6,0,0,0,8,6,8,1,10,56
anderty01,3,18,21,68,66,0,0,180,344,113,1,192,1577
anderva01,4,9,20,35,30,22,0,164,41,115,4,237,1162
anderwa01,2,1,0,17,2,0,0,19,20,29,12,26,253
anderwi01,1,0,0,7,2,0,0,9,11,17,5,15,80
andrast01,1,0,0,4,0,0,0,5,5,4,2,5,23
andrecl01,1,1,2,8,2,0,0,23,12,9,1,23,102
andreel01,1,0,0,6,0,0,0,9,0,11,2,12,44
andrehu01,2,0,0,8,0,0,0,6,2,4,4,8,53
andreiv01,10,50,59,249,108,43,2,479,257,342,84,562,4548
andrejo01,1,0,1,22,3,0,0,29,19,28,5,34,207
andrejo02,1,1,1,16,0,0,0,9,5,11,2,10,80
andrena01,9,41,54,127,97,50,5,297,216,236,13,350,3307
andrima01,5,19,25,113,49,1,1,181,312,96,25,195,1523
andrufr01,1,1,0,1,1,1,0,2,2,2,0,3,39
andujjo01,14,127,118,405,305,68,19,857,1032,731,37,955,9008
andujlu01,5,3,10,35,20,0,0,82,49,53,8,93,572
angelno01,2,2,1,28,0,0,0,6,19,19,8,6,89
ankieri01,4,13,10,51,41,0,0,105,269,130,1,119,1039
annade01,1,0,0,1,0,0,0,2,0,0,1,2,6
ansonca01,2,0,1,3,0,0,0,2,1,2,3,5,21
antoldu01,1,0,0,1,0,0,0,3,1,1,0,3,11
antonjo02,13,126,110,377,268,102,25,739,1162,687,61,860,8424
aokino01,1,0,0,1,0,0,0,3,0,2,1,3,6
apodabo01,5,16,25,184,11,1,0,115,197,131,108,138,1505
apontlu01,5,9,6,110,0,0,0,80,113,68,66,86,928
appieke01,18,169,137,414,402,34,12,1078,1994,933,2,1168,10958
appleed01,2,5,12,48,13,6,0,67,64,84,15,96,811
applefr01,1,1,2,3,3,3,0,15,12,8,0,18,97
applepe01,17,57,66,341,71,34,6,545,420,486,186,667,5044
aquingr01,6,3,6,145,0,0,0,91,143,87,65,101,709
aquinja01,2,1,2,7,2,0,0,11,16,6,3,12,70
aquinlu01,10,31,32,222,69,5,3,277,318,224,40,311,2902
aranovi01,2,2,2,70,0,0,0,20,73,21,16,21,288
araujel01,2,4,2,72,0,0,0,30,63,36,14,39,285
araujpe01,1,1,3,20,0,0,0,24,29,18,8,24,130
archech01,8,57,71,189,187,3,3,461,1206,365,1,514,4677
archefr01,2,2,3,7,5,2,0,28,11,15,1,30,177
archeji02,2,9,16,57,28,9,2,102,122,70,14,129,1008
arciafr01,1,0,0,2,0,0,0,3,0,0,2,3,13
ardizru01,1,0,0,1,0,0,0,2,0,1,1,2,10
arellfr01,3,24,22,74,49,25,2,104,148,85,23,147,1602
arencjp01,1,0,0,1,0,0,0,0,0,0,1,0,4
ariasal02,4,4,2,63,2,0,0,31,55,34,16,35,336
ariasru01,1,2,0,34,0,0,0,20,28,20,13,23,200
arlicdo01,2,0,1,8,1,0,0,9,1,5,1,11,51
arlinst01,7,34,67,141,123,32,11,379,463,373,7,431,3474
armasto02,10,53,65,185,167,0,0,478,680,431,7,519,4055
armbror01,1,1,0,3,2,0,0,3,3,3,1,3,51
armstho01,1,0,1,1,0,0,0,0,0,1,1,2,12
armstja01,7,40,65,152,130,4,1,400,510,319,10,439,3450
armstmi01,8,19,17,197,1,0,0,154,221,155,94,170,1439
armstsh01,4,1,1,53,0,0,0,19,53,20,24,19,239
arnolja01,3,2,7,50,7,0,0,69,42,58,23,81,494
arnolsc01,1,0,0,6,0,0,0,4,8,4,2,4,32
arnolto01,2,0,2,38,0,0,0,44,25,28,13,50,343
arnsbbr01,6,9,6,94,4,0,0,75,100,85,29,85,714
arntzor01,1,4,13,32,20,9,0,77,66,69,7,85,708
arochre01,4,18,17,124,36,2,1,151,190,75,40,169,1404
arojo01,2,0,1,7,0,0,0,8,8,5,2,8,53
arredjo01,4,22,11,214,0,0,0,80,212,110,52,92,935
arrieja01,10,98,67,228,222,6,5,537,1208,460,1,595,5502
arrigge01,11,35,40,194,80,9,3,285,433,291,45,315,2718
arrojro01,6,40,42,158,105,4,2,354,512,255,15,377,3040
arroybr01,16,148,137,419,383,16,6,1158,1571,661,6,1260,10338
arroyfe01,9,24,37,121,60,12,2,264,172,160,28,288,2289
arroylu01,8,40,32,244,36,10,1,232,336,208,119,261,2315
arroyru01,1,0,1,9,0,0,0,7,5,5,3,8,55
arundha01,3,5,11,16,16,14,0,65,52,28,0,119,240
ascanjo01,5,1,3,43,0,0,0,27,41,21,16,29,221
asencmi01,3,7,8,42,30,1,0,102,92,89,7,110,809
ashbyan01,16,98,110,309,285,21,7,829,1173,540,10,922,7692
asheral01,4,4,12,38,18,0,0,72,78,38,7,77,527
ashke01,4,6,8,55,13,5,0,89,47,59,33,109,689
assenpa01,16,61,44,884,1,0,0,336,807,315,275,371,3664
astacez01,2,5,6,28,14,0,0,58,72,31,7,63,396
astacpe01,18,129,124,392,343,31,12,1140,1664,726,11,1213,9472
astinba01,1,0,0,6,0,0,0,6,2,7,1,6,41
astudwi01,1,0,0,1,0,0,0,5,0,0,1,5,8
atchisc01,9,17,11,298,1,0,0,140,253,89,61,155,1427
atchlju01,1,0,0,15,0,0,0,7,8,5,2,7,48
atherke01,8,33,41,342,0,0,0,251,349,215,158,268,2431
atilalu01,1,6,7,16,16,0,0,49,40,32,0,56,385
atkinal01,5,51,51,106,106,99,3,403,435,209,2,656,4001
atkinbi01,4,11,4,98,0,0,0,56,99,62,49,60,625
atkinja01,2,0,1,4,1,0,0,6,2,11,2,8,70
atkinmi01,3,0,0,10,3,0,0,17,17,9,3,18,112
atkinto01,2,3,2,16,4,2,0,20,33,28,9,37,261
aucoide01,1,0,1,2,0,0,0,1,1,1,0,1,12
augenbr01,2,0,2,12,2,0,0,21,12,9,3,23,112
augusdo01,4,34,30,88,70,9,3,227,181,158,6,245,1926
augusje01,10,55,59,279,104,27,6,444,348,340,75,491,4101
aukerel01,10,130,101,333,261,126,14,964,594,706,40,1106,8688
aumonph01,4,1,6,46,1,0,0,33,42,34,15,35,218
ausanjo01,2,4,1,41,0,0,0,33,51,29,15,33,242
austde01,2,0,1,15,0,0,0,11,14,8,8,11,77
austije01,3,2,3,38,7,0,0,49,55,41,15,50,301
austiji02,3,6,4,83,0,0,0,34,48,56,21,36,418
austiri01,4,4,8,89,8,1,1,70,106,78,36,73,618
autryal01,1,1,0,1,1,0,0,3,3,3,0,3,21
averyst01,11,96,83,297,261,14,6,723,980,569,11,800,6609
avilaal01,1,0,0,1,0,0,0,0,0,0,1,0,7
avilalu01,9,19,10,399,0,0,0,106,276,118,48,113,1284
avreaja01,1,0,0,2,0,0,0,2,2,3,0,2,25
axelrdy01,5,9,15,59,34,0,0,134,164,85,17,146,1030
axforjo01,13,38,34,543,1,0,0,226,589,260,286,247,2300
ayalabo01,9,37,44,406,14,0,0,306,541,245,214,353,2537
ayalalu01,12,38,47,534,0,0,0,206,367,139,161,233,2340
aybarer01,1,0,0,2,0,0,0,0,0,1,2,0,4
aybarma01,10,17,18,208,28,0,0,222,273,172,53,244,1749
aydelja01,2,5,9,14,14,13,0,66,35,41,0,111,568
ayersbi01,1,0,3,13,4,0,0,32,22,14,2,35,161
ayersdo01,10,65,79,299,140,58,17,451,622,382,109,612,5702
ayraubo01,3,5,3,54,0,0,0,33,42,33,16,35,317
babcobo01,3,2,3,39,0,0,0,25,39,31,16,27,246
babicjo01,5,30,45,112,87,34,3,324,231,220,17,376,2622
backebr01,8,31,29,145,79,1,1,305,360,238,23,313,2332
backmle01,2,9,18,47,26,13,0,98,76,92,17,124,1023
baconed01,1,0,0,1,0,0,0,4,0,7,1,7,28
bacsimi01,5,8,6,73,3,0,0,85,77,75,32,104,770
bacsimi02,5,10,13,51,35,1,0,131,97,60,2,141,960
baczefr01,4,17,10,63,40,14,2,138,104,111,8,149,1220
badenbu01,8,20,27,418,10,0,0,213,350,153,105,234,2168
baderlo01,3,5,3,22,6,3,1,21,27,36,13,29,338
baeched01,6,5,6,64,9,3,0,99,61,78,27,116,755
baekch01,5,16,18,59,44,1,0,150,184,81,5,161,1202
baezbe01,1,0,0,8,0,0,0,14,14,6,3,14,55
baezda01,11,40,57,533,26,1,0,329,505,288,279,366,3013
baezpe01,5,14,13,266,0,0,0,90,287,90,40,99,1112
baezsa01,1,0,0,9,0,0,0,8,10,9,0,12,66
bagbyji01,9,127,88,316,208,133,16,629,450,458,92,769,7533
bagbyji02,10,97,96,303,198,84,13,733,431,608,65,849,7266
bahnsst01,19,146,149,574,327,73,16,1013,1359,924,90,1127,10701
bahred01,2,11,11,46,25,8,0,82,69,95,11,102,937
baichgr01,1,0,0,4,0,0,0,4,3,3,3,5,29
bailean01,9,16,14,265,0,0,0,95,276,91,182,101,1116
bailebi01,12,38,76,203,117,70,8,430,570,527,56,593,3622
baileco01,8,9,10,172,0,0,0,91,150,116,51,99,908
baileha01,2,6,4,16,12,8,0,49,35,46,3,58,465
baileho01,3,6,9,50,8,0,0,69,41,40,22,76,504
baileho02,12,67,77,212,212,7,4,624,1001,407,0,669,5310
baileji01,1,0,1,3,1,0,0,8,7,6,0,8,58
baileki01,1,1,0,1,1,1,0,5,0,0,0,8,37
bailero01,3,18,19,92,46,5,2,194,162,161,13,216,1580
bailesc01,9,39,44,343,59,5,2,374,351,256,103,423,3011
bailest01,2,2,6,34,2,0,0,30,47,44,17,34,312
bailesw01,4,4,7,52,6,0,0,70,35,40,28,85,598
bailobo01,1,0,0,3,0,0,0,2,0,1,2,2,12
bainlo01,1,0,0,3,0,0,0,7,1,4,1,7,38
bairdbo01,2,0,4,8,6,0,0,18,10,15,1,23,109
bairdo01,18,55,43,584,5,0,0,367,689,405,299,398,3902
bajenje01,3,0,2,14,0,0,0,17,11,6,7,17,69
bakelje01,9,76,125,215,204,191,7,725,669,564,11,1321,7887
bakenda01,1,0,0,2,0,0,0,2,0,1,2,6,20
bakeral01,1,0,0,3,0,0,0,8,2,2,1,8,38
bakerbo01,2,0,2,2,2,1,0,12,1,12,0,24,82
bakerer01,1,0,0,1,0,0,0,2,1,0,1,4,18
bakerje01,1,2,7,22,8,3,0,41,51,30,9,52,385
bakerjo01,1,1,0,1,0,0,0,0,0,1,1,0,3
bakerki01,5,9,38,58,44,34,2,259,115,186,13,388,1789
bakerne01,1,0,0,5,2,0,0,11,3,7,0,17,84
bakerno01,3,14,15,30,29,28,1,96,94,86,1,167,1118
bakersc01,1,0,0,1,0,0,0,4,3,5,0,4,22
bakersc02,10,66,53,193,172,4,2,504,839,245,15,518,4438
bakerst01,5,7,16,84,26,0,0,135,131,127,26,150,1078
bakerto01,5,3,9,68,9,3,0,91,58,92,36,109,791
bakerto02,1,0,1,10,1,0,0,6,14,7,1,12,81
balasmi01,1,0,0,1,0,0,0,1,0,0,1,3,8
baldsja01,9,48,41,457,0,0,0,289,555,298,267,335,3066
baldwda01,6,6,11,176,0,0,0,77,164,89,80,85,937
baldwha01,2,3,1,11,2,1,0,17,5,12,5,20,157
baldwja01,14,79,74,266,202,7,2,737,844,486,24,794,5804
baldwki01,1,0,0,2,1,0,0,4,1,6,1,6,23
baldwla01,7,73,41,118,116,112,9,322,582,233,3,547,4220
baldwma01,8,154,165,346,328,295,14,1050,1349,1307,19,1816,12470
baldwof01,1,1,3,4,4,0,0,10,5,11,0,10,67
baldwri01,3,4,7,105,0,0,0,73,86,75,46,77,781
balejo01,7,3,7,109,12,0,0,90,148,75,21,98,765
balesco01,6,8,17,88,22,0,0,122,157,91,24,131,901
balfogr01,13,30,23,534,1,0,0,209,571,252,203,215,2241
ballaje01,7,41,53,197,118,10,2,405,244,229,22,458,3357
balleja01,6,4,9,94,5,0,0,91,117,79,36,98,710
ballima01,1,1,2,18,0,0,0,18,25,13,8,21,149
ballowi01,4,19,20,99,27,10,0,187,109,168,44,224,1500
balsato01,1,0,1,18,0,0,0,21,27,20,5,22,140
bambege01,3,0,0,10,1,0,0,15,3,10,2,15,73
bandaan01,2,3,3,11,5,0,0,23,35,13,2,23,171
bandosa01,1,0,0,1,0,0,0,2,0,0,0,2,13
baneed01,3,7,13,44,25,1,0,87,80,84,7,103,753
baneydi01,3,4,1,42,3,0,0,43,38,30,15,45,391
bankhda01,3,9,5,52,13,2,1,111,111,110,21,116,706
bankhsc01,10,57,48,267,110,7,3,418,614,289,30,451,3814
banksbi01,2,1,3,5,4,3,0,27,10,17,0,33,154
banksjo01,4,4,8,27,19,1,0,75,55,42,2,77,531
bankswi01,12,33,39,181,84,1,1,322,428,302,40,370,2717
bannibr01,5,37,50,117,114,2,0,377,384,224,2,407,2914
bannifl01,15,134,143,431,363,62,16,1078,1723,846,13,1189,10187
bannoji01,3,0,1,3,1,0,0,12,2,8,2,23,55
bantaja01,4,14,12,69,19,3,1,86,116,113,24,97,895
banuema01,1,1,4,7,6,0,0,15,19,12,0,17,121
baptitr01,1,0,1,13,0,0,0,17,11,11,4,18,123
barbajo01,3,1,3,44,0,0,0,33,40,28,16,33,223
barbebr02,4,5,8,26,16,0,0,70,59,45,3,70,425
barbefr01,2,1,1,4,2,1,0,12,1,7,2,16,80
barbest01,18,121,106,466,272,59,21,747,1309,950,90,870,8591
barbest02,2,1,0,22,2,0,0,22,18,31,10,23,181
barcelo01,3,5,3,43,1,0,0,33,42,18,8,36,281
barclcu01,3,10,9,44,29,5,2,77,73,55,4,95,855
bardda01,5,10,19,211,10,0,0,105,252,121,37,114,1078
bardlu01,1,0,0,8,0,0,0,7,13,5,3,7,53
barera01,5,16,26,88,49,9,3,181,145,120,18,206,1492
barfijo01,3,8,8,65,11,0,0,73,53,39,15,86,591
barfocl01,3,8,10,86,5,2,1,114,49,66,55,151,1092
bargagr01,3,2,3,33,4,0,0,39,23,25,11,41,256
bargecy01,7,46,63,151,111,78,5,386,297,334,35,479,3981
barkbr01,1,0,0,3,0,0,0,0,0,1,2,0,8
barkele01,12,74,76,248,194,35,7,639,975,513,26,695,5674
barkeri01,1,0,0,5,0,0,0,4,3,4,1,4,25
barklbr01,1,0,0,6,0,0,0,12,2,9,1,13,59
barklje01,2,0,3,24,0,0,0,27,34,16,6,29,193
barlomi01,7,10,6,133,2,0,0,127,96,104,60,147,1095
barlosc01,1,1,1,6,0,0,0,6,15,3,3,7,65
barnach01,2,0,7,24,6,1,0,43,8,20,16,55,329
barnebo01,1,0,0,2,0,0,0,10,1,0,2,11,29
barnebr01,6,14,22,116,56,2,0,178,275,204,13,193,1754
barneda01,1,0,1,1,0,0,0,1,1,0,1,1,4
barneda02,3,6,9,119,0,0,0,58,114,51,23,60,514
barnefr01,2,0,2,6,3,0,0,15,2,16,1,19,91
barnefr02,3,1,3,15,3,0,0,24,30,34,1,26,184
barneja01,3,3,6,149,0,0,0,58,153,62,34,68,627
barneje01,14,152,150,422,314,180,26,918,653,515,76,1150,10676
barneju01,1,0,0,2,0,0,0,0,0,1,2,0,2
barnema01,5,20,14,231,2,0,0,115,297,107,46,120,1077
barnere02,6,35,31,155,81,20,6,286,336,410,30,328,2593
barneri01,2,1,3,10,4,0,0,18,8,14,5,25,138
barnero01,1,0,0,1,0,0,0,3,0,0,0,8,13
barnesc01,2,0,1,22,0,0,0,16,26,10,7,16,120
barneto01,3,11,4,125,0,0,0,56,132,43,21,63,602
barnevi01,10,61,59,205,135,58,7,445,275,293,31,525,4643
barnhed01,1,0,0,1,0,0,0,0,0,2,0,0,5
barnhle01,2,1,1,3,2,0,0,13,2,8,1,14,84
barnige01,3,3,3,20,4,1,0,42,28,43,5,44,266
barnoed01,2,0,0,6,0,0,0,2,8,8,2,2,35
barojsa01,6,18,21,179,18,0,0,171,177,179,87,186,1667
baronda01,1,1,3,16,6,0,0,26,18,19,4,29,183
barraky01,4,15,12,227,0,0,0,78,279,134,48,84,935
barrbo01,6,49,98,159,152,141,6,568,588,363,7,938,5914
barrbo02,1,0,0,2,0,0,0,1,0,2,1,3,15
barreaa01,2,6,3,90,0,0,0,27,84,27,20,32,297
barrebi02,1,1,0,4,0,0,0,4,2,9,2,4,25
barredi01,6,35,58,141,91,32,3,347,271,320,28,398,3218
barrefr01,5,15,17,104,2,0,0,85,90,90,67,100,924
barreja01,3,2,4,103,0,0,0,42,88,45,22,47,401
barrere01,12,69,69,253,149,67,11,496,333,312,62,579,5317
barreti01,1,0,0,4,0,0,0,6,5,2,2,6,39
barrifr01,7,38,38,129,102,27,2,331,323,246,16,369,3087
barrija01,1,10,9,26,26,0,0,49,98,47,0,50,537
barrima01,3,0,0,5,0,0,0,5,4,7,1,5,35
barriyh01,1,0,0,5,0,0,0,0,7,0,2,0,22
barrji01,12,101,112,454,252,64,20,816,741,469,75,908,8612
barrofr02,1,0,0,1,0,0,0,0,1,0,1,0,3
barrst01,3,3,7,24,13,4,0,48,32,57,5,64,386
barryed01,3,1,6,12,10,6,0,31,34,25,1,47,330
barryha01,1,0,0,3,0,0,0,11,3,4,2,11,55
