playerID,Seasons,Wins,Loses,Games,Games_Started,Complete_Games,Shut_Outs,Earned_Runs,Strike_Outs,Walks,Games_Finished,Runs_Allowed,Batters_Faced
burkhke01,6,27,20,148,41,18,6,222,181,165,48,233,2207
burksa01,6,4,11,52,21,5,0,103,86,133,26,122,893
burneaj01,17,164,157,435,430,24,10,1210,2513,1100,1,1328,11665
burneal01,5,8,11,177,0,0,0,90,108,72,42,96,759
burneco01,1,7,0,30,0,0,0,11,35,11,6,11,152
burnese01,10,15,23,380,13,1,1,148,277,148,70,154,1615
burnewa01,3,14,21,68,27,5,1,104,122,97,21,124,1118
burnsbi01,8,30,52,117,85,45,10,217,233,147,21,331,2846
burnsbr01,8,70,60,193,161,39,11,445,734,362,8,499,4619
burnsco01,2,1,1,27,0,0,0,15,23,17,13,15,146
burnsde01,2,8,9,41,20,9,0,93,34,75,10,110,818
burnsdi01,3,25,27,58,53,47,1,157,199,80,5,304,1987
burnsfa01,1,0,0,1,0,0,0,1,0,1,1,1,7
burnsmi01,4,3,5,60,8,0,0,67,75,29,20,71,467
burnsoy01,4,8,5,25,11,10,1,63,40,30,11,105,607
burnspe01,9,19,36,196,64,14,3,303,303,230,53,337,2511
burnssh01,3,2,1,19,0,0,0,20,18,11,6,21,133
burnsto01,1,0,0,1,0,0,0,0,1,2,0,4,10
burnsto02,7,21,23,203,33,2,0,189,252,175,61,209,2045
burpoge01,1,0,0,2,0,0,0,4,1,5,1,4,15
burrebr01,6,18,25,106,56,0,0,229,224,160,15,239,1645
burreha01,1,4,2,7,4,3,0,23,19,21,3,36,202
burrial01,1,0,0,1,0,0,0,10,0,2,1,10,30
burrira01,17,108,134,480,302,47,10,1015,1065,764,65,1133,9441
burrojo01,3,0,3,30,2,0,0,27,22,28,17,31,199
burrose01,1,0,0,1,0,0,0,3,0,0,1,3,7
burrote01,4,4,4,50,3,0,0,49,35,38,14,55,322
burrry01,1,0,0,8,0,0,0,8,6,6,1,8,44
burtoja01,8,18,19,367,0,0,0,138,305,136,87,155,1529
burtoji01,2,1,2,30,4,0,0,17,42,20,9,30,243
burtsmo01,5,10,6,90,1,0,0,97,97,126,50,107,847
burttde01,2,2,2,8,2,0,0,19,10,10,2,20,125
burwebi01,3,9,8,70,6,1,0,106,49,79,40,129,956
burwedi01,2,0,0,5,1,0,0,10,1,11,0,10,65
busbymi01,4,5,6,45,6,0,0,59,50,37,10,65,383
busbyst01,8,70,54,167,150,53,7,438,659,433,8,483,4505
buschdo01,1,0,1,12,3,0,0,15,9,8,2,17,133
buschma01,1,0,0,3,0,0,0,1,3,1,2,1,15
busenal01,2,5,2,51,0,0,0,29,49,23,17,34,247
bushda01,9,56,69,211,187,6,3,601,768,296,10,657,4899
bushefr01,2,0,1,12,0,0,0,22,4,17,9,23,142
busheja01,3,1,2,7,2,2,0,10,13,19,3,20,123
bushgu01,18,176,136,542,308,151,16,1166,850,859,145,1369,11750
bushich01,1,0,0,6,0,0,0,6,3,4,2,7,25
bushjo01,19,195,183,489,366,225,35,1205,1319,1263,93,1443,13185
bushma01,3,10,6,136,0,0,0,51,138,47,43,61,591
busketo01,9,21,27,258,0,0,0,195,212,167,166,218,2033
butchjo01,8,36,49,164,113,23,6,409,363,229,23,444,3577
butchma01,12,95,106,334,229,104,14,741,485,583,60,886,7761
butchmi01,4,11,4,115,0,0,0,68,96,82,42,75,616
buterdr01,4,0,0,6,0,0,0,4,4,4,6,4,22
butersa01,2,0,0,2,0,0,0,0,1,1,2,0,7
butlabi01,4,9,3,32,15,7,2,65,62,56,6,69,642
butlead01,1,0,1,8,0,0,0,6,7,6,1,7,28
butlebi02,7,23,35,134,86,10,5,277,408,312,17,304,2584
butlece01,2,2,0,11,2,1,0,13,24,9,5,17,149
butlech01,1,0,0,1,0,0,0,1,0,2,1,1,6
butleed01,6,12,22,79,39,1,0,170,153,117,11,184,1204
butleik01,1,1,10,16,14,12,0,69,13,45,2,103,545
butlejo03,1,0,0,3,0,0,0,4,3,6,0,4,27
butleke01,2,0,0,18,0,0,0,15,18,12,9,15,99
buttefr01,1,3,2,8,5,5,0,28,5,3,3,78,295
butteto01,4,2,3,43,5,0,0,33,85,56,13,38,420
buttrty01,1,0,1,16,0,0,0,6,20,5,4,7,70
buxtora01,2,0,2,19,0,0,0,17,23,21,10,20,156
buzhajo01,13,71,96,326,200,44,15,607,678,457,47,675,6239
byerlbu01,12,22,22,237,17,4,0,202,209,167,120,242,2127
bynummi01,3,2,5,29,8,0,0,55,52,33,6,55,301
byrdati01,12,13,13,479,0,0,0,164,326,203,56,182,1525
byrdha01,8,46,54,187,108,33,8,400,381,355,36,442,3675
byrdje01,1,2,13,17,17,1,0,60,40,68,0,68,417
byrdpa01,17,109,96,345,256,17,6,831,923,401,30,929,7266
byrneje01,1,0,1,3,1,0,0,6,1,6,2,6,38
byrneto01,15,85,69,281,170,65,12,622,766,1037,72,688,6181
bystrma01,7,29,26,84,79,4,2,206,258,158,1,236,1898
cabrace01,3,0,0,14,0,0,0,4,9,4,2,4,30
cabreal03,2,1,1,32,0,0,0,16,31,23,6,18,129
cabreda01,7,48,65,162,155,6,2,506,674,520,5,548,4041
cabreed01,1,0,2,2,2,0,0,7,5,7,0,9,33
cabrefe01,8,8,7,132,0,0,0,102,193,98,52,108,774
cabrejo01,6,19,17,198,11,0,0,149,192,94,71,161,1188
cabrema01,1,5,1,41,0,0,0,12,32,19,10,14,162
cadargr01,14,38,32,451,35,4,2,321,539,403,120,351,3206
cadorle01,11,68,72,192,147,83,10,438,445,289,36,525,5206
cadych01,2,3,2,5,5,5,0,18,20,17,0,38,199
cahiljo01,3,2,2,10,2,2,0,48,8,26,8,58,236
cahiltr01,12,80,83,304,208,3,2,609,1007,548,32,664,5733
cainbo01,6,37,44,140,89,27,3,314,249,316,28,338,2761
cainle01,4,23,19,68,64,8,1,165,303,225,1,190,1645
cainma01,13,104,118,342,331,15,6,853,1694,712,4,910,8699
cainsu01,9,53,60,178,137,58,2,530,279,569,14,611,4556
cairnca01,1,1,0,15,0,0,0,4,8,3,2,4,40
caldwch01,1,0,0,3,0,0,0,5,1,3,1,6,18
caldwea01,9,33,43,200,49,18,5,306,202,259,112,347,2633
caldwmi01,15,137,130,475,307,98,23,1020,939,597,77,1182,10156
caldwra01,2,3,5,13,7,6,0,35,59,22,4,54,329
caldwra02,13,133,120,343,260,184,21,802,1006,738,62,992,9094
calerki01,7,14,12,313,1,0,0,109,324,126,67,110,1244
calhoje01,5,6,7,118,0,0,0,42,104,65,45,57,629
calica01,3,0,1,40,0,0,0,25,27,28,12,26,174
caligfr01,2,2,5,18,7,4,0,40,27,32,9,49,364
calihwi01,2,24,21,50,47,42,0,188,155,172,3,273,1838
callabe01,1,1,2,4,2,0,0,13,2,5,1,16,52
callaja01,1,0,0,9,0,0,0,3,5,1,5,4,30
callajo01,2,1,2,10,3,1,0,23,11,16,3,23,145
callajo02,1,0,2,2,2,1,0,15,2,7,0,20,51
callami01,6,4,11,40,20,0,0,91,86,58,11,104,608
callani01,8,99,73,195,177,169,11,603,445,437,15,918,6855
callara01,1,0,0,3,0,0,0,6,4,1,3,7,34
calmudi01,2,3,1,22,2,0,0,17,26,16,9,18,191
calvema01,2,3,8,28,9,1,0,44,19,43,10,54,336
calvepa01,7,9,22,109,27,5,0,178,102,158,47,207,1394
camacer01,11,10,20,193,3,0,0,123,159,128,119,129,1169
cambrfr01,1,1,2,6,5,0,0,13,14,12,0,15,150
camerja01,1,0,0,2,1,0,0,0,2,6,1,0,25
camerke01,3,2,0,69,0,0,0,29,70,48,28,40,383
caminar01,5,7,5,149,0,0,0,66,143,69,37,74,681
cammaer01,1,0,0,8,0,0,0,7,9,10,2,7,48
camniha01,2,1,0,3,0,0,0,2,3,2,3,2,25
camniho01,12,133,106,326,236,137,20,637,915,656,74,857,8341
campabe01,1,0,0,1,0,0,0,1,1,2,0,1,5
campbar01,3,2,6,40,4,1,0,56,29,47,24,67,416
campbbi01,4,23,25,70,44,31,2,127,116,93,24,186,1632
campbbi02,15,83,68,700,9,2,1,484,864,495,455,550,5239
campbbr02,1,0,0,4,0,0,0,5,4,2,2,5,19
campbda02,2,4,10,118,0,0,0,67,87,82,66,71,697
campbhu01,1,2,16,19,18,18,0,54,7,8,1,213,852
campbji03,1,1,0,2,2,0,0,9,2,1,0,9,44
campbjo01,1,0,0,1,0,0,0,0,0,1,1,1,6
campbke01,5,4,3,77,5,0,0,70,83,80,18,72,604
campbmi01,6,12,19,51,41,3,0,152,135,95,4,167,1030
campeca01,1,1,0,3,1,0,0,4,9,4,1,4,40
campfsa01,1,1,1,6,2,2,0,12,6,6,4,15,117
campijo01,5,9,7,52,26,1,0,85,121,48,10,93,759
campisa01,3,3,2,50,0,0,0,19,35,47,20,22,293
campki01,2,0,2,7,3,3,0,32,12,21,4,47,220
campojo01,1,0,0,1,0,0,0,2,4,2,0,3,24
campole01,4,1,0,38,0,0,0,23,49,27,17,28,196
campri01,9,56,49,414,65,5,0,353,407,336,170,420,4049
campsh01,11,29,33,541,0,0,0,290,403,176,143,321,2579
canavhu01,1,0,4,11,3,3,0,33,18,15,8,42,220
candejo01,23,177,122,600,356,54,13,935,1673,592,82,1038,10366
candimi01,8,26,21,174,37,13,5,234,183,250,66,258,2334
candito01,18,151,164,451,410,68,11,1130,1735,883,11,1299,11568
caneijo01,2,2,2,8,6,0,0,19,17,19,1,21,157
cangejo01,3,0,0,3,0,0,0,0,0,2,3,0,15
canojo01,1,1,1,6,3,1,0,13,8,7,1,13,99
cansejo01,1,0,0,1,0,0,0,3,0,3,1,3,8
cantrgu01,4,2,7,38,7,4,0,47,45,47,20,70,458
cantwbe01,13,76,108,316,163,75,6,666,348,382,113,778,6527
cantwmi01,3,1,6,11,4,2,0,27,14,26,5,39,236
cantwto01,2,1,0,8,1,1,0,6,7,10,5,12,94
capeljo01,6,5,7,99,2,0,0,67,98,50,29,73,543
capelmi01,3,3,4,49,0,0,0,32,43,29,24,39,286
capildo01,8,12,18,136,31,1,0,141,178,173,34,152,1287
cappsca01,5,4,3,129,0,0,0,69,184,48,32,71,632
cappsma01,9,29,33,444,0,0,0,172,319,84,281,188,1821
cappuge01,2,1,2,35,3,0,0,19,32,25,11,20,227
caprabu01,7,31,37,142,61,16,5,234,362,258,28,256,2338
capuach01,13,77,92,316,225,4,3,696,1199,463,21,756,6163
carasma01,1,1,0,19,0,0,0,16,17,11,7,17,83
caratvi01,1,0,0,2,0,0,0,2,0,0,0,2,8
carawpa01,3,22,40,108,62,21,2,284,151,195,30,328,2154
cardejo01,1,0,0,1,0,0,0,5,1,4,1,7,15
cardico01,1,0,1,6,1,0,0,9,7,7,0,14,63
cardobe01,3,0,6,36,5,1,0,57,34,54,24,65,496
cardwdo01,16,102,138,410,301,72,17,924,1211,671,44,1044,8949
carides01,2,1,1,22,0,0,0,8,21,8,5,11,97
carigan01,2,1,1,17,0,0,0,8,13,12,8,9,75
carlesh01,2,4,1,56,0,0,0,23,47,27,11,25,278
carlete01,8,100,76,293,202,91,16,698,808,561,64,770,6922
carloci01,5,11,18,73,36,1,1,98,119,79,13,112,1005
carlsda01,4,1,0,23,0,0,0,35,37,18,7,39,222
carlsdo01,3,2,4,13,7,2,0,36,23,21,1,39,252
carlsha01,15,114,120,377,238,121,17,883,590,498,96,1013,8522
carlsje01,3,8,8,162,0,0,0,57,114,47,27,60,587
carlsle01,1,0,0,3,0,0,0,5,3,2,2,7,50
carltst01,27,329,244,741,709,254,55,1864,4136,1833,13,2130,21683
carlybu01,9,13,13,150,27,0,0,167,232,107,28,179,1255
carmado01,10,53,54,342,102,7,3,421,598,378,83,462,3936
carmich01,1,0,0,2,0,0,0,0,2,3,2,6,33
carmofa01,12,71,99,270,219,8,3,695,833,505,22,766,5900
carmora01,4,11,7,81,4,0,0,85,96,100,25,92,724
carneed01,3,0,0,6,0,0,0,5,4,3,4,5,26
carnepa01,3,4,10,16,13,10,0,57,37,46,3,84,508
carpean01,6,1,1,23,1,0,0,28,33,18,8,28,159
carpebo01,6,25,20,80,54,23,4,160,134,132,12,187,1717
carpech01,15,144,94,350,332,33,15,927,1697,627,6,1021,9305
carpech02,2,1,0,18,0,0,0,9,10,17,4,9,81
carpecr01,9,27,22,291,13,1,0,180,252,131,86,194,1754
carpeda01,7,11,11,218,0,0,0,86,216,74,54,92,910
carpeda02,4,1,2,34,0,0,0,28,34,19,13,28,206
carpele01,1,0,0,4,0,0,0,0,1,4,2,0,13
carpepa01,1,0,0,5,0,0,0,1,5,4,5,3,36
carpery01,1,1,2,6,5,0,0,18,15,4,0,19,107
carpifr01,2,4,1,49,0,0,0,19,29,30,18,23,209
carpmi01,1,0,0,1,0,0,0,1,0,5,1,1,7
carraal01,8,50,39,258,64,30,4,357,252,347,126,426,3761
carraca01,9,79,62,207,171,10,3,451,1127,278,18,477,4494
carradj01,9,24,21,290,24,1,0,247,315,199,75,269,2165
carragi01,11,29,18,313,18,1,0,246,338,202,72,260,2079
carrahe01,14,44,50,647,10,0,0,370,662,387,207,411,3649
carream01,1,0,0,3,0,0,0,6,2,3,1,6,20
carrejo01,2,1,2,22,2,0,0,17,30,18,6,17,156
carribi01,5,63,89,167,155,138,4,610,239,400,12,889,5896
carrice01,1,1,2,3,3,0,0,15,4,12,0,15,60
carrido01,8,28,32,165,67,11,3,280,275,267,26,331,2537
carrocl02,17,96,73,731,28,1,0,442,681,442,373,506,5673
carroco01,1,0,2,15,0,0,0,17,16,13,3,17,84
carrodi01,1,0,0,2,1,0,0,2,1,1,1,6,25
carroed01,1,1,0,24,3,0,0,42,13,20,13,46,294
carroja01,1,0,0,1,0,0,0,0,0,0,1,0,3
carroow01,11,64,90,248,153,71,2,655,311,486,60,808,5901
carrosc02,3,6,11,47,19,0,0,86,93,59,15,103,745
carroto02,2,8,4,28,20,0,0,58,51,70,3,72,556
carseki01,12,116,138,296,257,218,4,1229,486,800,38,1728,10251
carsoal01,1,0,0,2,0,0,0,3,2,1,2,5,26
carsoro01,2,0,0,31,0,0,0,25,13,11,5,26,145
cartean01,2,0,2,24,0,0,0,22,24,14,8,23,177
cartear01,2,13,11,46,24,11,4,59,37,53,15,75,826
carteje01,1,0,1,5,2,0,0,7,2,5,1,8,49
cartela01,1,1,5,6,6,0,0,17,21,18,0,17,147
cartela02,6,13,12,181,0,0,0,117,127,73,112,119,1062
carteni01,1,2,5,14,4,2,0,20,17,17,6,26,234
cartepa01,7,20,26,127,43,16,0,177,115,142,59,233,2021
carteso01,1,0,0,2,0,0,0,5,1,4,1,5,11
carutbo01,9,218,99,340,310,298,24,891,900,597,29,1393,11842
carvama01,2,0,2,42,0,0,0,33,49,23,14,34,253
carych01,8,14,26,134,47,4,0,190,322,158,28,206,1752
carysc01,1,3,1,23,3,1,0,36,25,20,16,38,259
casalje01,6,17,24,96,49,10,3,209,207,204,13,228,1674
cascajo01,8,27,48,143,54,20,3,291,192,267,58,329,2430
casech01,4,23,19,54,46,36,6,129,114,108,8,167,1617
caseybi01,1,0,0,1,0,0,0,2,0,1,1,3,7
caseyda01,7,96,90,201,198,182,14,593,743,543,5,943,7272
caseyhu01,10,75,42,343,56,24,3,360,349,321,189,414,4013
cashica01,4,12,13,43,30,18,1,105,114,170,8,147,1131
cashke01,1,0,0,1,0,0,0,1,0,0,1,1,6
cashnan01,10,46,79,258,165,3,3,467,793,384,17,532,4473
casiala01,11,11,13,245,3,0,0,122,125,77,43,133,1061
caskecr01,1,0,0,9,1,0,0,9,6,4,1,11,61
cassebo01,3,3,3,50,0,0,0,23,34,33,15,27,280
casseja01,2,2,2,15,7,0,0,29,25,13,1,31,230
cassied01,2,3,7,13,9,8,0,45,24,51,4,83,444
cassijo01,2,2,22,32,24,20,0,82,11,12,8,253,1111
cassisc01,4,8,9,111,0,0,0,66,109,54,35,73,524
castege01,13,76,100,376,127,62,6,695,595,597,169,833,6096
castial02,4,3,0,79,0,0,0,29,48,27,19,30,271
castibo01,9,38,40,250,59,9,1,302,434,327,88,327,2922
castica02,4,10,7,111,6,0,0,118,130,82,32,124,916
castidi01,1,4,2,43,11,0,0,20,65,18,5,21,222
castifa01,1,0,0,2,0,0,0,2,2,1,0,2,8
castifr01,14,82,104,297,268,10,3,809,1101,506,9,878,6871
castijo03,1,3,3,37,0,0,0,14,52,12,5,14,150
castiju02,1,0,0,2,2,0,0,9,1,5,0,9,54
castile01,1,0,1,13,0,0,0,14,13,12,2,16,88
castilu02,2,13,19,46,46,0,0,112,263,81,0,121,1067
castima01,1,0,0,1,0,0,0,7,2,3,0,7,19
castito02,13,28,23,403,6,0,0,230,333,179,114,267,2276
castlro01,3,3,4,11,5,3,0,13,13,15,4,17,177
castlsl01,6,36,26,121,79,25,4,277,225,223,23,323,2580
castnpa01,1,0,0,6,0,0,0,7,0,5,3,9,51
castran01,1,0,1,5,0,0,0,1,4,3,3,1,22
castrbi01,10,31,26,303,9,0,0,202,203,145,198,245,2321
castrfa01,3,0,1,30,1,0,0,16,32,26,15,17,181
castrmi01,5,5,13,139,2,0,0,86,125,93,40,93,800
castrsi01,3,3,4,41,0,0,0,27,50,22,13,29,228
catesel01,1,4,8,19,10,7,0,32,33,32,8,46,462
catetr01,1,0,0,14,0,0,0,6,12,9,4,7,74
catheha01,1,1,1,12,2,0,0,25,8,16,7,26,147
cathemi01,3,5,6,75,0,0,0,31,62,32,21,36,341
cathete01,1,0,0,1,0,0,0,2,0,2,0,2,5
catoke01,2,1,1,12,0,0,0,15,15,5,2,15,86
cattajo01,2,1,1,3,3,2,0,9,15,8,0,17,93
caudibi01,9,35,52,445,24,0,0,273,620,288,293,297,2847
causere01,7,39,35,131,80,35,3,259,139,230,42,321,2771
cavazan01,1,0,0,17,0,0,0,23,15,16,5,27,104
cavetpu01,3,11,9,49,22,8,1,75,78,67,18,105,915
ceccaar01,5,9,18,79,42,8,3,172,166,147,14,198,1360
cecenjo01,1,0,0,22,0,0,0,14,27,23,7,16,121
cecilbr01,10,44,47,443,74,2,1,360,670,269,83,382,3239
cecilre01,2,6,10,18,16,5,0,61,63,60,1,81,498
cedajo01,2,0,1,25,0,0,0,15,30,23,10,16,133
cedenxa01,11,10,7,249,0,0,0,72,174,69,40,81,763
centepe01,4,7,7,77,9,2,0,73,50,70,40,82,689
cerdaja01,4,3,9,132,0,0,0,58,91,75,33,63,552
ceronri01,1,0,0,2,0,0,0,0,1,1,2,0,7
cerroju01,1,0,0,11,0,0,0,7,9,5,2,7,57
cerutjo01,7,49,43,229,116,8,2,377,398,291,33,427,3668
cervehu01,3,1,0,73,0,0,0,25,48,36,11,27,206
cessalu01,3,5,11,43,19,0,0,79,115,44,13,84,640
chacial01,1,0,0,6,0,0,0,7,6,4,3,7,32
chacigu01,5,27,17,102,58,0,0,174,216,138,12,187,1612
chacijh01,11,74,75,230,202,3,1,522,963,488,10,569,5164
chacosh01,10,45,61,269,134,0,0,511,619,475,71,544,4130
chadwra01,1,0,5,7,7,0,0,22,9,15,0,26,133
chafian01,5,7,9,249,3,0,0,83,210,95,32,86,896
chagnle01,6,19,16,135,22,8,1,197,153,104,66,218,1726
chakabo01,10,15,25,171,23,3,1,212,187,225,88,246,1883
chalmge01,7,29,41,121,77,36,4,245,290,279,27,339,2739
chambbi01,1,0,0,1,0,0,0,0,0,0,0,1,4
chambbi02,1,0,5,12,5,0,0,21,11,25,2,30,186
chambcl01,7,48,53,189,113,37,7,428,374,361,32,482,3919
chambcr01,2,4,5,15,10,4,0,36,33,23,2,39,330
chambel01,12,157,120,321,301,264,16,999,1133,1065,19,1560,11097
chambjo02,1,0,0,2,0,0,0,4,1,2,2,4,13
chambjo03,11,25,21,385,43,0,0,235,546,226,78,261,2398
chambro01,1,0,0,1,0,0,0,5,2,5,1,6,21
champbi01,8,34,50,202,102,13,3,419,360,354,23,450,3538
chancde01,12,128,115,406,294,83,33,697,1534,739,61,832,8906
chanded01,1,0,1,15,1,0,0,21,8,12,4,23,131
chandsp01,11,109,43,211,184,109,26,468,614,463,14,549,6102
chanees01,2,0,0,2,0,0,0,4,1,4,2,4,7
chapida01,2,0,1,4,0,0,0,5,6,6,2,5,33
chaplti01,4,15,23,87,43,18,0,175,118,102,21,208,1608
chapmar01,10,30,24,490,0,0,0,119,798,223,358,128,1916
chapmbe01,4,8,6,25,16,8,0,69,65,71,7,77,642
chapmed01,1,0,0,6,1,0,0,8,4,2,5,9,39
chapmfr01,1,0,0,1,1,1,0,4,4,2,0,6,24
chapmja02,1,0,1,14,0,0,0,5,12,10,5,5,50
chapmke02,4,3,1,58,0,0,0,25,48,31,4,27,248
chappbi01,4,7,7,35,15,9,1,47,62,59,14,86,733
chargjt01,2,3,5,64,0,0,0,24,57,27,14,25,235
charlno01,15,51,54,605,37,1,1,371,808,409,280,419,3845
chartpe01,1,0,2,25,5,0,0,38,37,24,14,39,272
chaseha01,1,0,0,1,0,0,0,0,0,0,0,0,1
chaseke01,9,53,84,188,160,62,4,553,582,694,18,647,5283
chattji01,1,0,1,1,1,0,0,2,2,2,0,7,29
chatwty01,7,44,52,154,133,2,1,371,523,395,10,397,3290
chavean01,1,0,0,7,0,0,0,1,10,5,2,1,41
chaveje01,15,38,53,415,70,0,0,414,747,267,127,442,3588
chavene01,1,1,0,2,0,0,0,0,3,3,0,2,22
cheadda01,1,0,1,2,0,0,0,4,2,3,1,4,11
chechch01,4,33,30,94,63,45,6,170,187,162,27,273,2479
checoro01,3,3,5,16,6,0,0,31,30,21,2,33,173
cheevvi01,6,26,27,111,56,18,2,241,98,188,32,277,2035
cheliit01,3,4,4,24,6,5,0,63,20,34,11,68,442
chenbr01,22,82,81,400,227,4,1,786,1140,546,56,849,6619
chenela01,12,116,100,313,225,132,20,564,926,733,63,784,7865
cheneto01,9,19,29,115,71,13,8,195,345,245,21,224,1981
chenwe02,7,59,50,174,170,0,0,445,783,252,1,472,4178
cherrro01,3,1,4,40,0,0,0,31,38,35,6,35,230
chesbja01,12,198,132,392,332,260,35,864,1265,690,52,1206,11632
chesnbo01,3,24,22,61,55,25,1,196,130,189,1,222,1650
chetkmi01,1,0,0,4,0,0,0,0,0,3,3,2,15
cheveto01,1,0,0,4,0,0,0,11,7,8,0,13,46
chiamsc01,3,2,6,15,15,0,0,31,40,29,0,36,363
chiassc01,2,1,1,10,0,0,0,14,9,8,3,14,59
chicktr01,1,0,0,3,0,0,0,7,2,10,0,7,31
chicoma01,3,7,15,43,40,0,0,121,128,91,0,132,988
chifffl01,3,5,5,81,1,0,0,58,83,60,27,67,573
childbi01,1,0,0,1,0,0,0,6,0,5,0,6,7
childha01,1,0,0,5,0,0,0,7,5,5,4,7,44
childja01,1,0,1,5,0,0,0,4,5,4,0,6,40
childma01,2,0,0,11,0,0,0,14,8,11,3,14,69
childro01,4,2,3,61,1,0,0,57,65,37,18,60,467
chipmbo01,13,51,46,293,87,29,7,364,322,386,93,438,3855
chiriyo01,1,5,5,18,7,0,0,35,75,25,2,40,370
chitrst01,2,2,4,64,0,0,0,31,66,36,24,33,335
chittne01,3,3,1,40,2,0,0,29,30,24,17,34,291
chlupbo01,2,0,2,15,0,0,0,18,11,9,6,18,92
choatdo01,1,0,0,4,0,0,0,2,7,4,1,4,34
choatra01,16,16,14,672,0,0,0,177,348,175,102,198,1750
choji01,2,2,6,13,11,0,0,42,31,11,1,43,258
chouibo01,6,11,8,111,13,0,0,92,110,65,29,105,794
chounch01,1,0,1,1,1,0,0,2,1,0,0,2,24
chriscl01,1,2,4,24,1,0,0,26,27,12,12,28,178
chrisga01,2,3,0,30,0,0,0,22,20,20,9,28,191
chrisja01,14,27,26,528,0,0,0,207,384,217,128,220,1911
chrisla01,11,83,71,243,220,27,6,591,781,395,13,648,5861
chrismi01,3,3,5,29,14,0,0,56,46,63,3,60,375
chrismi02,5,5,1,71,0,0,0,68,76,40,23,78,556
chrisni01,2,0,1,13,0,0,0,9,9,8,5,9,73
chrisru01,7,54,64,241,97,46,3,374,424,399,112,441,4247
christi01,1,0,0,1,0,0,0,1,2,0,1,1,7
chulkvi01,9,8,15,259,0,0,0,143,199,112,66,151,1243
churcbu01,8,36,37,147,95,32,7,325,274,277,16,367,3030
churcle01,1,0,1,4,0,0,0,5,3,7,1,6,35
churnch01,3,3,2,25,0,0,0,27,32,19,11,28,200
ciardma01,1,1,1,4,3,0,0,17,8,9,0,17,81
cicotal01,6,10,13,102,16,0,0,126,149,119,42,142,1138
cicoted01,15,209,149,502,361,249,35,853,1374,827,106,1158,12703
cimbead01,2,3,8,70,0,0,0,26,58,17,16,28,284
ciminpe01,4,5,8,86,1,0,0,55,139,65,36,70,674
cimorfr01,1,0,0,11,0,0,0,13,1,10,2,14,73
cingrto01,8,12,22,216,30,0,0,149,366,160,61,156,1419
ciolalo01,1,1,3,12,3,2,0,27,7,22,7,33,203
cirilje01,1,0,0,1,0,0,0,0,1,2,1,0,5
ciscoga01,8,25,56,192,78,9,3,334,325,281,49,370,2877
cishest01,11,28,31,502,0,0,0,145,527,182,260,165,2038
cisnejo01,2,2,2,33,0,0,0,25,46,26,12,28,223
citarra01,3,0,1,21,2,0,0,20,28,14,6,20,186
clackbo01,1,0,0,1,0,0,0,1,0,0,1,1,8
claggan01,2,0,0,3,0,0,0,11,3,4,2,11,28
claibpr01,3,3,2,63,0,0,0,33,60,24,22,35,320
clancji01,16,140,167,472,381,74,11,1182,1422,947,38,1304,10772
clarkbi01,4,3,12,51,9,2,0,81,39,79,22,95,648
clarkbo03,2,1,2,16,2,2,1,31,10,19,5,36,225
clarkbr01,8,20,23,186,37,4,1,238,259,261,41,273,2276
clarkda01,8,44,51,121,92,77,2,393,175,191,28,608,3744
clarkda02,7,39,39,96,81,63,2,384,133,325,14,566,3286
clarkda06,1,0,0,2,0,0,0,0,1,1,0,0,7
clarked01,1,0,1,1,1,1,0,6,2,2,0,8,38
clarkge01,1,0,1,11,1,0,0,19,5,19,8,23,103
clarkgi01,1,1,0,1,0,0,0,4,1,3,1,6,31
clarkhe01,2,1,4,6,5,4,0,22,4,17,1,33,175
clarkjo01,13,328,178,531,518,485,37,1417,1978,1191,12,2384,19146
clarkle01,1,0,1,1,1,1,0,3,1,2,0,7,25
clarkma01,11,74,71,219,197,15,3,638,728,367,3,687,5367
clarkmi01,2,3,0,35,6,0,0,36,27,35,13,39,292
clarkot01,1,4,4,12,9,4,1,28,20,19,3,33,345
clarkph01,2,0,2,14,0,0,0,13,6,11,5,16,71
clarkri01,5,19,32,96,70,4,2,162,236,213,9,200,1858
clarkru01,2,1,1,7,0,0,0,5,3,11,2,5,52
clarksp01,1,0,0,1,0,0,0,3,2,2,1,4,22
clarkst02,6,3,6,50,2,0,0,46,36,31,24,46,279
clarkte01,9,10,23,91,27,2,1,143,109,89,25,152,1047
clarkwa01,6,18,16,78,37,23,4,132,178,132,31,183,1549
clarkwa02,14,111,97,355,206,91,14,711,643,383,84,836,7442
clarkwe01,1,0,0,7,2,0,0,11,9,14,5,11,93
clarkza01,1,0,0,1,0,0,0,3,1,2,0,3,10
claryma01,3,5,14,58,32,2,1,112,81,74,7,132,986
clasego01,1,2,0,8,1,0,0,12,1,11,3,15,67
claudal01,5,13,6,208,2,0,0,82,158,48,84,90,959
clausal01,1,0,1,5,1,0,0,7,1,12,3,9,64
clausbr01,4,16,27,58,58,0,0,177,228,121,0,197,1423
clausfr01,5,16,22,43,42,36,2,131,134,159,1,211,1453
clayda02,1,0,1,17,0,0,0,16,12,21,2,17,114
clayke01,5,10,24,111,36,0,0,184,129,141,43,208,1560
clearjo01,1,0,0,1,0,0,0,7,1,3,0,7,9
clearma01,11,71,49,481,1,0,0,344,804,554,337,397,3614
clemebi01,3,1,1,15,2,1,0,26,19,27,9,31,192
