playerID,Total_Games,Games_Started,Games_Pitched,Games_Catcher,Games_First_Base,Games_Second_Base,Games_Third_Base,Games_Short_Stop,Games_Left_Field,Games_Right_Field,Games_Center_Field,Games_Out_Field,Games_DH
troncra01,204,0,204,0,0,0,0,0,0,0,0,0,0
burchfr01,50,25,49,0,0,0,0,0,0,0,0,0,0
harveke01,271,260,0,0,180,0,0,0,4,0,0,4,81
perezol01,605,195,603,0,0,0,0,0,0,0,0,0,0
coleaj01,54,19,54,0,0,0,0,0,0,0,0,0,0
kingesc01,147,116,1,0,0,4,10,119,4,3,1,7,0
ahmedni01,455,390,0,0,0,2,0,431,0,0,0,0,0
suckto01,58,NULL,0,32,0,0,1,15,2,1,10,13,0
malloal01,7,6,7,0,0,0,0,0,0,0,0,0,0
schrobo01,138,47,0,0,0,61,8,13,0,0,0,0,0
duboibr01,18,16,18,0,0,0,0,0,0,0,0,0,0
bullasi01,13,NULL,0,12,0,0,0,0,2,0,0,2,0
withero01,26,17,26,0,0,0,0,0,0,0,0,0,0
cleveel01,80,NULL,0,0,0,0,80,0,0,0,0,0,0
sittoca01,14,5,14,0,0,0,0,0,0,0,0,0,0
craddwa01,29,5,29,0,0,0,0,0,0,0,0,0,0
bluevi01,508,467,502,0,0,0,0,0,0,0,0,0,0
metcato01,8,0,8,0,0,0,0,0,0,0,0,0,0
hassabi01,257,NULL,0,0,60,15,32,6,3,140,0,143,0
kauffbe01,859,842,0,0,0,0,0,0,34,68,753,853,0
hermaba01,1553,1387,0,0,235,0,0,0,191,994,0,1185,0
yorkto02,28,24,0,0,0,0,12,15,0,0,0,0,0
huntebu01,22,5,0,0,0,9,3,0,0,0,0,0,8
morogda01,22,0,22,0,0,0,0,0,0,0,0,0,0
clarkte01,91,27,91,0,0,0,0,0,0,0,0,0,0
mashocl01,241,103,0,0,0,0,1,0,86,53,49,176,0
landrti01,607,207,0,0,1,0,0,0,196,278,55,490,1
butchjo01,164,113,164,0,0,0,0,0,0,0,0,0,0
benjami01,818,500,1,0,16,184,199,375,0,1,0,1,4
dreesto01,4,0,4,0,0,0,0,0,0,0,0,0,0
schetlo01,27,7,27,0,0,0,0,0,0,0,0,0,0
kleinnu01,9,4,9,0,0,0,0,0,0,0,0,0,0
mannich01,57,0,57,0,0,0,0,0,0,0,0,0,0
thakeal01,18,18,0,0,0,1,0,0,18,0,0,18,0
sweigha01,1,NULL,0,0,0,0,0,0,1,0,0,1,0
davisro01,295,205,0,0,0,0,0,0,88,44,136,262,0
felixju01,585,551,0,0,0,0,0,0,5,316,245,558,13
mordemi01,793,251,0,2,24,166,244,147,1,2,1,4,2
tagucso01,672,285,0,0,0,3,0,0,276,125,226,569,1
porteco01,47,11,0,0,0,0,0,0,7,14,9,28,0
sadleca02,9,1,9,0,0,0,0,0,0,0,0,0,0
sullito03,1,0,0,1,0,0,0,0,0,0,0,0,0
trammal01,2293,2180,0,0,0,11,43,2139,5,0,4,9,60
bautida01,895,601,0,0,0,0,0,0,172,523,124,779,6
darnach01,236,119,1,0,5,34,45,66,12,2,4,18,0
segurje01,901,883,0,0,0,142,0,763,0,0,0,0,0
eliasro01,78,54,78,0,0,0,0,0,0,0,0,0,0
howarde01,542,365,1,0,188,49,0,14,140,85,34,257,0
mcgowbe01,375,316,0,0,0,0,0,0,25,182,124,326,0
glossal01,309,239,0,0,0,195,37,36,0,1,0,1,0
moorega01,7,3,0,0,1,0,0,0,0,5,0,5,0
nyery01,5,2,5,0,0,0,0,0,0,0,0,0,0
fryerer01,159,85,0,132,0,0,0,0,1,1,0,2,4
bartsch01,26,NULL,26,0,0,0,0,0,0,0,0,0,0
simmoha01,305,241,0,0,40,127,7,6,74,13,1,88,0
albercy01,4,3,4,0,0,0,0,0,0,0,0,0,0
kuczest01,1,0,0,0,0,0,0,0,0,0,0,0,0
mcdoo01,1,NULL,1,0,0,0,0,0,0,0,0,0,0
dygerji01,175,102,175,0,0,0,0,0,0,0,0,0,0
gilbrro01,500,379,0,0,0,325,107,2,0,0,0,0,0
akerfda01,125,13,125,0,0,0,0,0,0,0,0,0,0
difelmi01,550,458,0,533,1,0,0,0,0,0,0,0,3
heardch01,12,NULL,6,0,0,0,0,0,1,5,0,6,0
thumalo01,5,0,5,0,0,0,0,0,0,0,0,0,0
obandsh01,177,78,0,0,0,0,0,0,2,75,0,77,30
mcnabed01,21,NULL,21,0,0,0,0,0,0,0,0,0,0
willivi01,531,169,513,0,12,0,0,0,0,0,0,0,0
abbotku01,702,508,0,0,8,173,43,349,32,8,4,43,6
dressle01,78,58,0,0,68,0,0,0,0,0,0,0,0
berryne01,442,288,0,0,0,151,28,171,0,0,0,0,0
weikdi01,78,26,76,0,0,0,0,0,0,0,0,0,0
morriwa02,440,375,0,0,0,400,1,0,0,0,0,0,0
shannfr01,32,NULL,0,0,0,0,3,29,0,0,0,0,0
swandu01,1,0,1,0,0,0,0,0,0,0,0,0,0
burpoge01,2,0,2,0,0,0,0,0,0,0,0,0,0
brownwa01,19,0,19,0,0,0,0,0,0,0,0,0,0
scheiri01,462,292,0,0,0,0,0,0,60,241,3,298,25
russebi01,2181,1892,0,0,0,60,7,1746,62,178,78,301,0
minchna01,15,12,15,0,0,0,0,0,0,0,0,0,0
davencl01,1,0,1,0,0,0,0,0,0,0,0,0,0
grahaja01,239,201,0,0,145,0,0,0,1,61,0,62,0
royje01,3,1,3,0,0,0,0,0,0,0,0,0,0
mesame01,8,3,0,0,0,0,0,0,3,1,2,5,1
martich02,86,0,86,0,0,0,0,0,0,0,0,0,0
duffyma02,11,0,0,0,2,0,3,0,0,0,0,0,0
eickhje01,68,66,68,0,0,0,0,0,0,0,0,0,0
lynchmi01,7,NULL,0,0,0,0,0,0,0,0,7,7,NULL
goulate01,1,1,1,0,0,0,0,0,0,0,0,0,0
shortbi01,73,16,73,0,0,0,0,0,0,0,0,0,0
waslega01,157,42,152,0,0,0,0,0,0,0,0,0,0
haleda02,70,20,70,0,0,0,0,0,0,0,0,0,0
bowency01,2,NULL,2,0,0,0,0,0,0,0,0,0,0
morehra01,179,114,0,0,0,102,0,26,0,0,0,0,0
eckhaox01,24,9,0,0,0,0,0,0,0,10,0,10,0
rappea01,135,51,0,0,0,0,0,0,11,44,0,55,0
watkibo01,5,0,5,0,0,0,0,0,0,0,0,0,0
heskejo01,340,114,339,0,0,0,0,0,0,0,0,0,0
asadora01,15,15,0,0,0,2,15,0,0,0,0,0,0
moellch01,501,396,0,474,2,0,3,0,0,0,0,0,2
sizemgr01,1101,1019,0,0,0,0,0,0,84,68,873,1015,43
connoro01,1998,NULL,0,0,1759,68,111,0,5,1,56,62,0
kryhodi01,569,427,0,0,467,0,0,0,0,0,0,0,0
murphwi01,47,NULL,0,0,0,0,1,0,38,5,3,46,0
murchsi01,23,2,0,0,2,8,6,2,0,0,0,0,0
mercejo01,1,0,0,0,1,0,0,0,0,0,0,0,0
feldema01,3,1,0,2,0,0,0,0,0,0,0,0,0
spencgl01,139,45,139,0,0,0,0,0,0,0,0,0,0
barrefr01,104,2,104,0,0,0,0,0,0,0,0,0,0
mccalbr01,7,2,0,0,0,0,0,0,0,2,1,3,0
paepkde01,80,49,0,46,0,0,0,0,1,17,0,18,0
ryersga01,29,18,29,0,0,0,0,0,0,0,0,0,0
butlejo03,3,0,3,0,0,0,0,0,0,0,0,0,0
bukerha01,30,NULL,0,0,0,0,0,19,0,11,0,11,0
roweha01,17,6,0,0,0,0,8,0,0,1,0,1,0
theodge01,105,40,0,0,18,0,0,0,37,5,3,45,0
cantujo01,847,775,0,0,287,220,347,1,0,0,0,0,43
woodcfr01,5,NULL,5,0,0,0,0,0,0,0,0,0,0
scrugto01,5,1,0,0,0,0,0,0,5,0,1,5,0
hawlesc01,1,NULL,1,0,0,0,0,0,0,0,0,0,0
adamssp01,1424,1320,0,0,0,552,534,301,2,2,0,4,0
milleno01,540,319,0,2,0,0,2,0,87,265,37,378,0
puhlte01,1531,1195,0,0,4,0,0,0,236,788,342,1300,2
mckeola01,125,NULL,116,0,8,4,0,0,0,1,1,2,0
johnsbi01,169,NULL,0,0,0,0,0,0,62,84,24,169,0
meltest01,23,1,23,0,0,0,0,0,0,0,0,0,0
kenwobi01,285,266,0,0,0,257,1,0,6,11,0,17,0
pondeel01,69,42,69,0,0,0,0,0,0,0,0,0,0
sanfoja02,393,293,388,0,0,0,0,0,0,0,0,0,0
willini01,223,181,0,0,0,0,0,0,31,153,16,186,2
steerge01,10,NULL,0,0,0,0,0,10,0,0,0,0,0
mccahbi01,57,40,57,0,0,0,0,0,0,0,0,0,0
johnsra05,619,602,618,0,0,0,0,0,1,0,0,1,0
ayraujo01,7,0,0,7,0,0,0,0,0,0,0,0,0
morgare01,88,88,0,0,0,0,88,0,0,0,0,0,0
mckayre01,1,0,1,0,0,0,0,0,0,0,0,0,0
wooddo01,3,0,0,0,0,0,0,3,0,0,0,0,0
thorpbo02,2,0,2,0,0,0,0,0,0,0,0,0,0
dahlja01,1,1,1,0,0,0,0,0,0,0,0,0,0
shinaza01,1,0,1,0,0,0,0,0,0,0,0,0,0
heintch01,34,20,0,31,0,0,0,0,0,0,0,0,0
ruizca01,1137,993,1,1085,1,0,2,0,0,0,0,0,2
adamsge01,4,NULL,0,0,2,0,0,0,0,0,2,2,0
hannipa01,10,NULL,0,0,0,2,0,0,1,0,2,3,0
saiervi01,865,826,0,0,837,0,0,0,0,0,0,0,0
schnepe01,223,157,207,0,0,0,0,0,0,0,0,0,0
crickky01,94,0,94,0,0,0,0,0,0,0,0,0,0
lyonste02,1,0,0,0,1,0,0,0,0,0,0,0,0
smithda02,609,1,609,0,0,0,0,0,0,0,0,0,0
mageewe01,386,272,0,0,0,0,0,0,70,103,177,339,21
caseyda01,202,NULL,201,0,0,0,0,0,3,2,3,8,0
learyfr01,2,1,2,0,0,0,0,0,0,0,0,0,0
irwinwa01,4,0,0,0,0,0,0,0,0,0,0,0,0
westsa01,1753,1512,0,0,29,0,0,0,101,29,1446,1572,0
muncrbo01,289,165,288,0,0,0,0,0,0,0,0,0,0
helfha01,78,58,0,75,0,0,0,0,0,0,0,0,0
dallibr01,27,8,0,0,0,11,6,1,0,0,0,0,0
durhabu01,9,0,9,0,0,0,0,0,0,0,0,0,0
richato01,1,0,0,0,0,0,0,0,0,0,0,0,0
hubercl01,254,234,0,0,0,0,247,0,0,0,0,0,0
leesge01,20,8,0,16,0,0,0,0,0,0,0,0,0
koechdi01,7,3,7,0,0,0,0,0,0,0,0,0,0
goldeji01,75,20,69,0,0,0,0,0,0,0,0,0,0
fenwibo01,41,10,0,0,0,20,2,4,0,0,0,0,0
mabeuch01,1,0,1,0,0,0,0,0,0,0,0,0,0
mikolmi01,71,42,69,0,0,0,0,0,0,0,0,0,0
applefr01,3,NULL,3,0,0,0,0,0,0,0,0,0,NULL
wantzdi01,1,0,1,0,0,0,0,0,0,0,0,0,0
peterti01,22,0,22,0,0,0,0,0,0,0,0,0,0
rocapad01,16,NULL,0,0,0,4,0,0,0,7,5,12,0
jaegech01,8,NULL,8,0,0,0,0,0,0,0,0,0,NULL
clostal01,21,1,21,0,0,0,0,0,0,0,0,0,0
dresery01,106,96,105,0,0,0,0,0,0,0,0,0,0
harvema01,134,128,133,0,0,0,0,0,0,0,0,0,0
thomple01,4,4,4,0,0,0,0,0,0,0,0,0,0
twombcy01,7,4,7,0,0,0,0,0,0,0,0,0,0
adamsbo03,1281,981,0,0,12,401,651,0,0,4,0,4,0
burdele01,666,373,626,0,0,0,0,0,0,0,0,0,0
jacksla01,599,429,558,0,0,0,0,0,0,0,0,0,0
hibbsji01,3,0,0,0,0,0,0,0,0,0,0,0,0
bowenry01,71,60,64,0,0,0,0,0,0,0,0,0,0
janseda01,31,24,0,29,0,0,0,0,0,0,0,0,2
connojo03,92,NULL,0,75,2,1,3,1,0,4,1,5,0
hamilea01,410,262,410,0,0,0,0,0,0,0,0,0,0
deanch01,533,217,162,0,157,0,0,0,0,0,0,0,0
niemabu01,332,256,0,0,0,0,0,0,203,75,3,275,0
jacksda03,960,619,1,0,0,0,0,0,184,188,510,837,5
miranju01,111,64,0,0,72,0,0,0,0,0,0,0,15
munyajo01,174,NULL,0,129,0,5,8,6,14,14,5,33,0
tesreje01,248,207,247,0,0,0,0,0,0,0,0,0,0
merchan01,3,1,0,2,0,0,0,0,0,0,0,0,0
wolfeha01,10,1,0,0,0,1,0,2,1,0,0,1,0
fowlebo01,78,39,0,0,0,4,4,42,0,0,0,0,0
batesch01,9,9,0,0,0,0,0,0,0,8,1,9,0
abramca01,567,400,0,0,3,0,0,0,95,271,100,440,0
darwida01,722,371,716,0,0,0,0,0,0,0,0,0,0
houcksa01,641,NULL,0,0,0,8,0,526,39,54,20,109,0
mcculpa01,3,0,3,0,0,0,0,0,0,0,0,0,0
orsuljo01,1494,995,0,0,28,0,0,0,451,669,215,1254,14
olandji01,12,2,0,0,0,0,0,0,2,1,6,9,3
walshjo01,26,NULL,0,0,0,13,0,13,0,0,0,0,0
leipeja01,6,NULL,6,0,0,0,0,0,0,1,0,1,0
parsoji01,17,4,17,0,0,0,0,0,0,0,0,0,0
hillima01,12,7,0,0,0,8,2,0,0,0,0,0,0
behneme01,5,1,5,0,0,0,0,0,0,0,0,0,0
bernadw01,115,2,115,0,0,0,0,0,0,0,0,0,0
wotusro01,32,15,0,0,0,8,0,19,0,0,0,0,0
burkejo03,446,423,445,0,0,0,0,0,0,0,0,0,0
rodrica01,85,59,0,0,0,30,5,49,0,0,0,0,0
schmiko01,8,3,0,4,0,0,0,0,0,0,0,0,0
carrosc01,79,NULL,0,0,0,1,5,0,21,48,6,75,0
oldriru01,1239,1174,0,0,3,4,59,17,472,49,615,1130,0
lucasjo01,4,0,0,0,0,0,0,0,1,0,1,2,0
affelje01,774,42,774,0,0,0,0,0,0,0,0,0,0
wasseeh01,57,0,57,0,0,0,0,0,0,0,0,0,0
sharrge01,16,NULL,16,0,0,0,0,0,0,0,0,0,0
campfsa01,6,NULL,6,0,0,0,0,0,0,0,0,0,0
alexawa01,162,126,0,152,0,0,0,0,0,0,0,0,0
rockle01,2,0,0,0,2,0,0,0,0,0,0,0,0
lafatjo01,127,52,0,0,48,0,0,0,20,0,1,20,0
nolesdi01,277,96,277,0,0,0,0,0,0,0,0,0,0
poffjo01,31,20,0,0,4,0,0,0,4,7,0,11,7
kozlobe01,2,2,2,0,0,0,0,0,0,0,0,0,0
paterjo01,73,0,73,0,0,0,0,0,0,0,0,0,0
richaan01,22,5,0,0,0,0,0,0,0,5,1,6,1
gilmoji01,3,NULL,0,2,0,0,1,0,0,1,0,1,0
moorhbo01,47,7,47,0,0,0,0,0,0,0,0,0,0
withesh01,1,0,1,0,0,0,0,0,0,0,0,0,0
comerst01,176,83,176,0,0,0,0,0,0,0,0,0,0
rainech01,141,106,141,0,0,0,0,0,0,0,0,0,0
mcgafan01,365,61,363,0,0,0,0,0,0,0,0,0,0
chambad01,84,9,0,0,0,0,0,0,27,15,15,51,0
martica04,211,118,205,0,0,0,0,0,0,0,0,0,0
faheyho01,5,0,0,0,0,1,2,1,0,0,0,0,0
howarbr01,120,75,120,0,0,0,0,0,0,0,0,0,0
tovarce01,1488,1343,1,1,1,214,232,79,394,207,469,943,90
diazjo02,35,15,0,0,0,6,3,20,3,1,1,5,0
rogerja01,5,1,0,4,0,0,0,0,0,0,0,0,0
derriji01,21,6,21,0,0,0,0,0,0,0,0,0,0
tartajo01,749,382,0,0,0,0,0,0,130,87,340,541,0
beruman01,40,0,40,0,0,0,0,0,0,0,0,0,0
rayro01,7,4,7,0,0,0,0,0,0,0,0,0,0
mahonjo01,11,8,0,0,9,0,0,0,0,0,0,0,0
delosen01,7,2,7,0,0,0,0,0,0,0,0,0,0
fersoal01,49,NULL,48,0,0,0,0,0,0,1,0,1,0
tobinja01,1622,1462,0,0,3,0,0,0,231,1128,136,1490,0
easleda01,1706,1427,0,0,27,1171,174,199,10,12,2,24,24
buchtry01,193,0,193,0,0,0,0,0,0,0,0,0,0
devliji01,266,42,157,0,79,0,11,4,0,20,3,23,0
dobbjo01,2,0,2,0,0,0,0,0,0,0,0,0,0
suareke01,295,211,0,271,0,1,1,0,1,0,0,1,0
arciajo01,293,158,0,0,1,98,18,111,17,0,13,28,0
scurrro01,332,7,332,0,0,0,0,0,0,0,0,0,0
oswalro01,370,342,366,0,0,0,0,0,1,0,0,1,0
macrima01,18,9,0,0,2,2,11,0,0,0,0,0,1
castijo03,37,0,37,0,0,0,0,0,0,0,0,0,0
jones03,1,NULL,0,0,0,0,1,0,0,0,0,0,0
malmbha01,67,61,0,0,0,65,0,0,0,0,0,0,0
covinch01,19,0,19,0,0,0,0,0,0,0,0,0,0
lahoujo01,791,501,0,0,1,0,0,0,202,299,13,494,116
lanceri01,36,11,0,0,10,0,0,0,2,2,0,4,0
robinje01,455,61,454,0,0,0,0,0,0,1,0,1,0
hoffmfr01,12,NULL,12,0,0,0,0,0,0,0,0,0,0
roatfr01,65,NULL,0,0,9,8,44,0,0,4,0,4,0
cobbge01,57,NULL,53,0,0,0,0,0,1,4,1,6,0
richaje01,74,40,0,0,0,8,12,46,0,0,0,0,2
morened01,19,0,19,0,0,0,0,0,0,0,0,0,0
meierdu01,82,64,0,0,0,1,0,17,29,18,7,53,0
guisele01,2,0,2,0,0,0,0,0,0,0,0,0,0
overmst01,266,137,266,0,0,0,0,0,0,0,0,0,0
podbibu01,173,76,172,0,0,0,0,0,0,0,0,0,0
bonikjo01,30,13,30,0,0,0,0,0,0,0,0,0,0
nymanch01,49,28,0,0,34,0,0,0,1,1,0,2,10
clayda02,17,0,17,0,0,0,0,0,0,0,0,0,0
tracese01,7,0,7,0,0,0,0,0,0,0,0,0,0
vicieda01,483,452,0,0,15,0,23,0,295,105,0,389,47
wadety01,66,29,0,0,0,41,1,9,6,7,1,14,1
lowryjo01,6,NULL,0,0,0,0,0,0,0,0,6,6,0
rogerji01,152,NULL,0,0,63,46,32,12,0,0,1,1,0
powelra01,875,815,0,0,0,0,0,0,11,122,694,826,0
urbanja01,76,37,69,0,0,0,0,0,0,0,0,0,0
mcdanvo01,19,14,19,0,0,0,0,0,0,0,0,0,0
smithge04,217,178,0,0,0,186,3,22,0,0,0,0,0
butlebi02,134,86,134,0,0,0,0,0,0,0,0,0,0
morsemi01,832,669,0,0,242,0,9,57,244,179,0,410,38
smolija01,235,168,1,0,0,0,0,0,84,55,73,207,8
millebi04,41,18,41,0,0,0,0,0,0,0,0,0,0
hendeha01,218,NULL,210,0,0,1,1,2,4,9,3,16,0
scanldo01,181,105,181,0,0,0,0,0,0,0,0,0,0
harrile01,1903,770,1,0,87,300,485,52,157,161,3,304,12
komiysa01,25,0,25,0,0,0,0,0,0,0,0,0,0
giavojo01,360,330,0,0,0,346,0,1,0,0,0,0,5
beatope01,85,0,85,0,0,0,0,0,0,0,0,0,0
ottenjo01,26,NULL,0,24,0,0,0,0,1,0,1,2,0
shannwa01,1,1,0,0,0,0,1,0,0,0,0,0,0
daleyjo01,18,16,0,0,0,0,0,17,0,0,0,0,0
harribu01,1262,1244,0,0,0,1252,1,3,0,1,0,1,0
headed01,119,53,118,0,0,0,0,0,0,0,0,0,0
clevete01,310,40,307,0,0,0,0,0,0,0,0,0,0
stangle01,360,125,359,0,0,0,0,0,0,0,0,0,0
herreke01,463,0,463,0,0,0,0,0,0,0,0,0,0
hachir01,16,NULL,0,0,0,9,7,0,0,0,0,0,0
summeed01,138,112,138,0,0,0,0,0,0,0,0,0,0
bushjo01,583,376,488,0,0,0,0,0,5,4,3,11,0
owenmi01,1209,1019,0,1175,0,1,3,1,0,0,0,0,0
gathrjo01,452,324,0,0,0,0,0,0,82,3,336,417,7
hinojda01,29,0,29,0,0,0,0,0,0,0,0,0,0
blaylma01,287,175,0,0,212,0,0,0,4,5,0,9,0
peterca01,536,250,0,0,4,9,10,3,143,138,0,276,0
forbepj01,12,2,0,0,0,8,1,1,0,0,0,0,0
barcelo01,43,1,43,0,0,0,0,0,0,0,0,0,0
selbaki01,1613,59,0,0,0,5,1,26,1357,148,66,1571,0
whitesa02,1043,962,0,1028,0,0,0,0,0,0,0,0,0
clenddo01,1362,1160,0,0,1200,0,1,0,28,10,1,39,0
stewajo02,8,7,8,0,0,0,0,0,0,0,0,0,0
millehu01,140,129,0,0,136,0,0,0,0,0,0,0,0
belljo02,352,310,0,0,307,0,0,0,0,16,0,16,3
colemra01,559,407,0,0,0,0,0,0,152,204,146,475,0
lopezar01,38,9,0,0,0,0,0,0,3,13,0,16,0
ramirha01,1652,1598,0,0,176,0,99,1077,92,0,0,92,163
zahnefr01,35,NULL,0,31,1,0,0,1,0,2,0,2,0
asbelji01,18,6,0,0,0,0,0,0,8,3,0,11,0
mandeha01,30,1,30,0,0,0,0,0,0,0,0,0,0
fishedo01,2,1,2,0,0,0,0,0,0,0,0,0,0
schooje01,50,13,0,0,0,0,0,0,10,7,11,28,0
keougjo01,332,209,0,0,20,0,0,0,60,134,36,228,0
maddumi01,473,48,472,0,0,0,0,0,0,0,0,0,0
stovaje01,31,NULL,28,0,3,0,0,0,0,0,0,0,NULL
moscogu01,70,26,70,0,0,0,0,0,0,0,0,0,0
shawdu01,236,NULL,211,0,0,0,0,0,0,31,6,37,0
mccarto01,1273,NULL,13,0,0,39,36,20,514,647,32,1188,0
howelha01,459,113,340,0,4,28,30,22,10,6,17,33,0
medwijo01,1984,1846,0,0,19,0,0,0,1790,43,19,1852,0
lawtoma02,1334,1240,0,0,0,0,0,0,385,794,115,1244,53
fussech01,40,19,40,0,0,0,0,0,0,0,0,0,0
phelptr01,79,0,79,0,0,0,0,0,0,0,0,0,0
mcganda01,1437,343,0,0,1377,53,0,0,0,0,0,0,0
anderan01,122,49,0,0,2,30,8,53,0,0,0,0,0
griffmi02,67,24,67,0,0,0,0,0,0,0,0,0,0
leete01,15,6,0,0,8,0,0,0,0,0,0,0,0
wetzebu01,2,1,2,0,0,0,0,0,0,0,0,0,0
coombda01,144,42,144,0,0,0,0,0,0,0,0,0,0
mosebll01,1588,1491,0,0,0,0,0,0,103,112,1325,1528,37
cedenro01,1100,741,0,0,0,1,0,0,294,378,281,921,8
tollbbr01,53,52,53,0,0,0,0,0,0,0,0,0,0
gettiby01,21,15,0,0,0,0,0,0,11,10,0,21,0
gouzzcl01,1,NULL,0,0,0,1,0,0,0,0,0,0,NULL
vandehy01,90,22,90,0,0,0,0,0,0,0,0,0,0
howarmi01,48,14,0,0,0,3,0,0,15,16,8,37,0
hughebi02,1,0,1,0,0,0,0,0,0,0,0,0,0
connejo01,2,0,0,0,0,0,0,0,0,0,0,0,0
frohwto01,284,0,284,0,0,0,0,0,0,0,0,0,0
maysc01,5,1,5,0,0,0,0,0,0,0,0,0,0
robergr01,76,1,76,0,0,0,0,0,0,0,0,0,0
crowetr01,265,205,0,0,0,0,0,0,114,34,119,248,3
varvaan01,166,0,166,0,0,0,0,0,0,0,0,0,0
brododi01,72,15,72,0,0,0,0,0,0,0,0,0,0
murrada02,15,0,15,0,0,0,0,0,0,0,0,0,0
freemfr01,1188,1148,0,0,1164,0,16,0,0,0,0,0,1
haguema01,43,18,0,0,19,0,1,0,0,0,0,0,6
treanma01,468,383,0,453,0,0,0,0,0,0,0,0,1
streehu01,668,0,668,0,0,0,0,0,0,0,0,0,0
betande01,357,1,357,0,0,0,0,0,0,0,0,0,0
wrighal01,4,0,0,0,0,3,0,0,0,0,0,0,0
ceccaar01,79,42,79,0,0,0,0,0,0,0,0,0,0
jonesst01,38,7,38,0,0,0,0,0,0,0,0,0,0
foxan01,776,465,0,0,16,169,135,264,24,47,10,78,6
sandoda01,31,4,0,0,0,8,0,7,0,0,0,0,0
kepshku01,51,46,51,0,0,0,0,0,0,0,0,0,0
choatra01,672,0,672,0,0,0,0,0,0,0,0,0,0
schafjo02,463,325,0,0,0,0,0,0,65,35,292,382,1
cooneti01,6,6,6,0,0,0,0,0,0,0,0,0,0
manniji01,364,NULL,0,0,0,72,4,35,118,8,135,261,0
kimmiwa01,163,72,0,0,5,34,32,63,0,0,0,0,0
grimbo01,268,60,268,0,0,0,0,0,0,0,0,0,0
shiffga01,16,1,16,0,0,0,0,0,0,0,0,0,0
fosteal01,225,148,217,0,0,0,0,0,0,0,0,0,0
chavene01,2,0,2,0,0,0,0,0,0,0,0,0,0
tyronwa01,30,12,0,0,5,0,5,0,6,1,0,7,0
vaughgr01,1731,1629,0,0,0,0,0,0,1262,3,4,1265,398
posadjo01,1829,1642,0,1574,42,1,0,0,0,0,0,0,181
frankhe01,188,101,0,143,0,0,0,0,0,1,0,1,0
ulisnmi01,11,2,0,4,0,0,0,0,0,0,0,0,0
shielch01,31,2,30,0,0,0,0,0,0,1,0,1,0
gordira01,8,3,8,0,0,0,0,0,0,0,0,0,0
ellioca01,12,7,0,0,0,0,0,10,0,0,0,0,0
hackst01,1938,1852,0,0,47,0,1835,0,0,0,0,0,0
berarjo01,912,767,0,0,26,454,90,266,1,0,0,1,0
depause01,29,0,29,0,0,0,0,0,0,0,0,0,0
butchma01,343,229,335,0,0,0,0,0,0,0,0,0,0
smithch06,36,34,34,0,0,0,0,0,0,0,0,0,0
felicpe01,484,0,484,0,0,0,0,0,0,0,0,0,0
mussene01,18,0,18,0,0,0,0,0,0,0,0,0,0
coopewi01,521,406,517,0,0,0,0,0,1,1,0,2,0
trimbjo01,7,4,7,0,0,0,0,0,0,0,0,0,0
hershea01,7,2,0,0,0,0,0,0,2,0,0,2,0
santajo01,360,283,360,0,0,0,0,0,0,0,0,0,0
leahyda01,2,NULL,0,0,0,0,0,2,0,0,0,0,0
koeniwi01,1,0,1,0,0,0,0,0,0,0,0,0,0
polleho01,407,277,403,0,0,0,0,0,0,0,0,0,0
navarja01,361,309,361,0,0,0,0,0,0,0,0,0,0
jonesja07,198,166,0,0,0,0,6,0,55,1,123,176,9
kisher01,43,24,0,0,0,0,0,0,13,11,8,30,0
kleveja01,2,0,0,2,0,0,0,0,0,0,0,0,0
vanzadi01,10,NULL,0,0,0,0,10,0,0,0,0,0,0
shellfr01,37,25,36,0,0,0,0,0,0,1,0,1,0
archeji02,57,28,57,0,0,0,0,0,0,0,0,0,0
wellsgr01,47,31,0,0,32,0,0,0,0,0,0,0,8
allrebe01,65,46,0,0,0,0,0,0,23,30,3,51,3
wittke01,146,99,0,0,42,0,5,0,13,0,0,13,57
stricsc01,239,0,239,0,0,0,0,0,0,0,0,0,0
lindad01,1344,1172,0,0,582,0,0,0,249,0,0,249,418
lehenre01,2,0,2,0,0,0,0,0,0,0,0,0,0
essiaji01,710,559,0,642,11,1,18,0,4,0,0,4,16
hancojo01,102,12,102,0,0,0,0,0,0,0,0,0,0
stantmi03,1144,1108,0,0,0,0,0,0,36,979,1,1014,99
mcsortr01,43,NULL,1,0,16,0,12,5,11,0,1,12,0
kostajo01,2,NULL,2,0,0,0,0,0,0,0,0,0,0
matthwi02,192,159,0,0,0,0,0,0,3,0,169,172,0
vancuch01,44,26,44,0,0,0,0,0,0,0,0,0,0
whitbbi01,4,0,4,0,0,0,0,0,0,0,0,0,0
crawfji01,181,14,181,0,0,0,0,0,0,0,0,0,0
robbibr01,25,14,25,0,0,0,0,0,0,0,0,0,0
stassma01,132,83,0,118,1,0,0,0,0,0,0,0,6
staleha01,289,NULL,284,0,0,0,0,0,1,3,1,5,0
wriglze01,239,NULL,0,0,0,23,36,145,4,20,15,39,0
millera04,1,0,1,0,0,0,0,0,0,0,0,0,0
fermife01,903,829,0,0,2,70,17,815,0,0,0,0,0
densodr01,16,9,0,0,15,0,0,0,0,0,0,0,0
stephph01,194,54,0,0,75,0,0,0,13,6,0,18,0
yabutya01,43,0,43,0,0,0,0,0,0,0,0,0,0
