playerID,Seasons,Hits,RBIs,Runs,Stolen_Bases,Strike_Outs,Home_Runs,Walks,Games,Triples,Doubles,Caught_Stealing,At_Bats,Intentional_Walks,Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Ground_Into_Double_Plays
boernla01,1,0,1,0,0,5,0,0,21,0,0,0,17,NULL,0,1,NULL,NULL
boescbr01,6,394,195,192,22,344,48,109,481,7,79,7,1577,9,16,0,11,25
boevejo01,14,2,0,0,0,4,0,0,516,0,0,0,17,0,0,0,0,0
bogaexa01,6,832,386,432,49,593,74,245,759,14,176,12,2931,12,29,5,22,73
bogarjo01,1,2,0,1,0,1,0,0,4,0,0,0,8,NULL,0,0,NULL,NULL
bogarti01,9,345,161,180,13,272,24,143,701,9,69,12,1516,18,17,17,17,39
bogente01,1,13,4,6,2,8,1,4,24,1,2,0,60,0,2,1,0,3
boggsbr01,4,68,43,34,4,113,10,49,130,4,18,2,326,3,3,1,3,3
boggsmi01,7,1,0,1,0,14,0,0,241,0,1,0,27,0,0,3,0,0
boggsra01,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
boggsto01,9,25,8,7,0,37,1,1,114,0,1,0,148,0,0,9,1,4
boggswa01,18,3010,1014,1513,24,745,118,1412,2440,61,578,35,9180,180,23,29,96,236
boglewa01,1,0,0,0,0,4,0,0,16,0,0,0,5,0,0,0,0,0
bogusbr01,5,178,67,93,24,204,19,72,321,4,36,7,748,3,9,1,3,21
bohanbr01,13,53,30,16,0,69,3,10,309,1,11,0,231,0,0,22,2,5
bohenpa01,2,0,0,0,0,1,0,0,2,0,0,NULL,4,NULL,0,0,NULL,NULL
bohnch01,1,2,NULL,0,NULL,NULL,0,0,4,0,0,NULL,13,NULL,NULL,NULL,NULL,NULL
bohnejo01,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
bohnesa01,8,605,228,309,75,154,16,193,663,45,87,59,2315,NULL,9,76,NULL,NULL
bohntj01,2,4,5,3,0,9,1,2,32,0,1,0,19,0,0,0,0,0
boiscbr01,5,241,77,114,18,183,10,86,410,6,47,14,917,8,2,16,9,15
boitada01,5,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
bokeldi01,3,0,0,0,0,6,0,0,34,0,0,0,14,0,0,2,0,0
bokenbo01,3,113,72,54,4,49,6,27,147,4,15,1,457,NULL,1,8,NULL,NULL
bokinjo01,1,0,0,0,0,0,0,0,5,0,0,0,1,NULL,0,0,NULL,NULL
bolan01,1,0,0,0,0,0,0,0,1,0,0,0,4,NULL,NULL,NULL,NULL,0
bolanbe01,7,45,11,29,0,83,0,31,216,2,7,0,327,NULL,0,11,NULL,NULL
bolaned01,3,35,23,11,2,14,0,4,57,1,5,0,136,NULL,0,0,NULL,1
boldch01,1,0,0,0,0,1,0,0,2,0,0,NULL,1,NULL,0,0,NULL,NULL
boldebi01,1,1,0,0,0,0,0,0,3,0,0,NULL,3,NULL,0,0,NULL,NULL
bolenst01,4,9,2,3,0,4,0,3,41,0,1,0,46,NULL,0,0,NULL,NULL
bolesca01,1,9,1,4,0,6,0,0,19,0,0,0,24,0,0,1,0,2
boleyjo01,7,478,227,203,15,84,7,130,540,22,88,8,1780,NULL,13,56,NULL,NULL
bolgeji01,8,140,48,65,3,83,6,32,312,6,14,4,612,3,6,4,5,20
bolicfr01,2,52,26,28,1,45,5,34,116,0,15,0,258,2,4,0,2,5
bolinbo01,14,69,35,39,1,166,6,35,496,1,9,0,423,0,3,21,0,6
bollifr01,12,1415,556,692,40,558,106,462,1540,40,221,38,5562,28,30,97,38,114
bollija01,2,107,38,48,6,14,4,25,125,1,25,NULL,342,NULL,1,1,NULL,9
bollimi01,8,280,94,127,5,188,19,114,400,7,50,12,1161,1,10,36,7,23
bollogr01,2,0,0,0,0,1,0,0,18,0,0,0,1,0,0,0,0,0
bollwdo01,5,110,53,62,2,68,11,60,195,7,22,0,452,2,4,1,1,5
bolsimi01,4,3,1,2,0,37,0,0,48,0,1,0,66,0,0,3,0,0
boltoce01,1,2,0,1,0,2,0,2,4,2,0,0,13,NULL,0,0,NULL,NULL
boltocl01,7,280,143,113,3,50,6,110,335,18,49,3,962,NULL,3,3,NULL,0
boltoro01,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
boltoto01,9,0,0,0,0,5,0,0,209,0,0,0,14,0,0,1,0,0
bombama01,4,10,5,5,0,15,0,3,75,0,3,0,43,0,2,5,0,0
bondeje01,10,1,0,1,0,18,0,0,225,0,0,0,30,0,0,1,0,0
bondsba01,22,2935,1996,2227,514,1539,762,2558,2986,77,601,141,9847,688,106,4,91,165
bondsbo01,15,1886,1024,1258,461,1757,332,914,1849,66,302,169,7043,75,53,16,64,107
bondto01,11,471,174,213,5,63,0,22,488,11,53,1,1975,NULL,0,NULL,NULL,7
bondwa01,6,307,179,149,10,175,41,106,365,11,40,4,1199,19,17,5,11,21
bonege01,1,13,6,6,0,2,0,4,12,0,2,NULL,43,NULL,0,0,NULL,NULL
bonesri01,13,2,3,3,0,6,0,3,379,0,0,0,20,0,0,4,2,0
bonetju01,3,7,2,4,0,13,0,4,46,0,1,0,55,0,0,2,0,0
boneyha01,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
bongini01,2,43,16,17,0,8,0,9,68,0,7,NULL,166,NULL,0,4,NULL,1
bongju01,3,0,0,0,0,6,0,1,49,0,0,0,11,0,0,1,0,0
bonhabi01,10,81,24,37,0,125,0,13,307,1,15,0,471,0,1,54,1,9
bonhati01,10,84,26,34,1,89,0,31,231,0,9,0,522,NULL,2,37,NULL,12
bonifem01,14,669,165,355,166,603,13,215,831,33,95,48,2610,4,7,43,19,23
bonifjo01,2,151,63,86,1,189,21,64,182,3,31,2,620,1,4,1,3,11
bonikjo01,1,4,0,3,0,15,0,1,30,0,0,0,27,0,0,2,0,0
bonilbo01,19,2010,1173,1084,45,1204,287,912,2113,61,408,57,7213,128,28,5,97,169
bonilju01,6,375,101,145,7,108,7,116,429,9,50,10,1462,16,9,22,7,44
bonilli01,2,1,0,0,0,3,0,1,15,0,0,0,6,0,1,0,0,0
bonined01,3,0,0,0,0,0,0,0,62,0,0,0,2,0,0,0,0,0
boninlu01,2,14,4,6,3,11,0,7,21,1,4,NULL,77,NULL,0,2,NULL,NULL
bonneba01,10,833,355,363,64,387,56,229,976,24,143,39,3068,26,13,27,16,83
bonnebi01,1,0,0,0,0,2,0,0,2,0,0,0,3,NULL,0,0,NULL,0
bonnebo01,4,21,8,15,1,16,0,4,61,1,5,0,108,0,0,3,2,3
bonnefr01,8,244,115,115,28,60,4,55,246,8,44,NULL,949,NULL,11,13,NULL,NULL
bonogu01,1,0,0,1,0,0,0,1,4,0,0,0,3,NULL,0,0,NULL,NULL
bonsebo01,5,0,0,1,0,1,0,0,111,0,0,0,6,0,0,3,0,0
bonurze01,8,1099,704,600,19,180,119,404,917,29,232,7,3582,NULL,17,23,NULL,40
booeev01,3,77,22,43,14,65,0,34,125,4,10,NULL,352,NULL,1,11,NULL,NULL
bookebu01,2,6,5,6,0,8,2,3,23,0,1,0,33,0,0,0,0,2
bookech01,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
bookegr01,9,4,1,2,0,9,0,0,161,0,2,0,23,0,0,0,0,0
bookero01,5,68,28,38,7,44,0,27,173,3,10,3,274,9,0,5,1,8
boolal01,3,73,53,35,0,42,7,34,129,4,13,0,308,NULL,0,6,NULL,NULL
boolere01,1,1,0,1,0,1,0,1,4,0,0,NULL,6,NULL,0,0,NULL,NULL
booneaa01,13,1017,555,519,107,707,126,303,1152,17,216,30,3871,20,80,39,36,74
boonebo01,19,1838,826,679,38,608,105,663,2264,26,303,50,7245,90,20,142,78,191
boonebr01,15,1775,1021,927,94,1295,252,552,1780,28,366,53,6683,32,69,55,73,168
booneda01,4,9,2,3,0,3,0,2,42,0,2,0,50,NULL,0,1,NULL,NULL
booneda02,4,3,0,0,0,0,0,0,61,0,1,0,10,0,0,1,0,0
boonege01,1,2,0,0,0,1,0,0,4,0,0,NULL,6,NULL,0,NULL,NULL,NULL
booneik01,8,372,194,177,3,67,26,138,356,11,79,7,1160,NULL,2,13,NULL,NULL
boonelu01,5,215,76,102,32,111,6,91,315,4,27,35,1028,NULL,13,37,NULL,NULL
boonera01,18,1260,737,645,21,463,151,608,1373,46,162,19,4589,20,27,45,28,133
bootcch01,7,0,0,0,0,2,0,0,91,0,0,0,2,0,0,0,0,0
booth01,1,0,0,0,0,1,0,0,1,0,0,0,2,NULL,NULL,NULL,NULL,0
bootham01,5,98,27,47,NULL,21,0,21,110,1,5,NULL,438,NULL,NULL,NULL,NULL,NULL
boothed01,7,243,76,128,4,11,1,7,242,13,26,8,1016,NULL,NULL,NULL,NULL,6
bootyjo01,3,7,4,3,0,9,0,4,13,0,1,0,26,0,0,0,0,1
boozejo01,7,12,2,2,0,24,0,2,172,0,0,0,74,0,0,4,0,0
borboju01,6,219,76,112,47,121,8,49,294,8,19,15,802,0,5,20,2,10
borbope01,13,32,7,14,1,44,0,1,593,0,2,0,156,0,1,9,0,2
borbope02,10,1,0,0,0,4,0,0,368,0,0,0,7,0,0,1,0,0
borchge01,2,2,2,3,1,13,0,1,11,0,2,NULL,33,NULL,0,0,NULL,NULL
borchjo01,7,147,77,89,5,222,26,74,301,2,23,5,716,7,6,1,3,13
bordafr01,11,745,270,410,66,186,14,173,930,28,120,2,2632,NULL,16,48,NULL,37
bordejo01,2,28,8,22,0,4,0,3,39,0,3,0,149,NULL,NULL,NULL,NULL,0
bordepa01,22,831,346,289,9,557,69,155,1099,12,168,14,3282,13,12,31,19,94
bordimi01,15,1500,626,676,96,800,91,500,1720,30,257,58,5770,10,63,97,54,145
bordiri01,9,1,0,0,0,10,0,1,173,0,0,0,23,0,0,0,0,1
bordlbi01,1,1,0,0,0,1,0,1,8,0,0,0,6,0,0,2,0,0
borgmgl01,9,296,151,137,4,191,16,191,474,4,42,3,1294,9,3,20,18,30
borispa01,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
borkfr01,1,1,2,1,0,4,0,1,33,0,0,0,5,0,0,1,0,0
borkobo01,7,294,112,126,2,166,16,76,470,10,43,6,1170,0,3,8,3,32
borkoda01,7,0,1,0,0,4,0,0,181,0,0,0,10,0,0,0,0,0
borlato01,2,0,0,0,0,5,0,0,27,0,0,0,13,0,0,0,0,0
borlato02,10,1,2,1,0,3,0,0,207,0,0,0,12,0,0,1,1,0
bormajo01,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
boromre01,2,36,10,20,4,10,0,9,62,0,4,2,144,NULL,0,8,NULL,3
borosst01,7,308,149,141,11,174,26,181,422,7,50,6,1255,19,13,13,11,30
borowha01,13,99,48,43,0,138,0,28,316,6,22,0,571,NULL,1,46,NULL,12
borowjo01,14,2,0,1,0,7,0,0,423,0,0,0,9,0,0,1,0,0
bortoba01,5,254,136,139,21,101,4,160,317,17,31,NULL,940,NULL,9,33,NULL,NULL
borucry01,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
boscajc01,4,7,2,2,0,8,0,1,17,0,1,0,28,0,1,0,0,0
boscawi01,1,1,1,0,0,1,0,0,6,0,0,0,3,0,0,0,0,0
boschdo01,4,52,13,34,4,77,4,22,146,1,6,3,318,1,0,5,1,6
bosetri01,8,385,133,172,30,188,17,79,445,8,70,34,1543,1,9,15,10,28
boshebu01,3,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
bosioch01,11,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0
boskish01,11,26,8,10,0,45,1,9,222,2,5,0,145,0,0,9,0,0
bosleth01,15,430,158,183,47,275,20,143,784,12,50,24,1581,15,1,14,16,33
bosmadi01,13,41,14,14,0,124,0,19,308,0,5,0,329,0,0,34,0,3
bosseme01,1,0,0,1,0,1,0,0,7,0,0,NULL,4,NULL,0,0,NULL,0
bossha01,4,139,61,64,2,34,1,30,155,8,19,5,519,NULL,1,6,NULL,NULL
bostich01,3,11,3,6,0,16,0,6,35,0,3,1,43,0,1,0,0,0
bostihe01,1,0,2,0,0,1,0,1,2,0,0,NULL,7,NULL,0,0,NULL,NULL
bostoda01,12,655,278,378,98,469,83,237,1058,22,131,50,2629,23,8,14,13,37
bostoly01,4,624,250,305,45,174,23,171,526,30,102,28,2004,20,9,10,20,64
boswean01,2,7,2,5,2,3,0,2,12,0,0,NULL,30,NULL,1,0,NULL,NULL
bosweda01,9,74,22,41,0,119,4,6,231,4,10,0,367,0,4,17,1,9
bosweke01,11,625,244,266,27,239,31,240,930,19,91,17,2517,29,9,25,25,90
boteda01,1,44,33,23,3,60,6,19,74,2,9,4,184,1,4,0,3,3
botelde01,2,2,0,2,0,5,0,1,19,0,0,0,14,0,0,0,0,0
bottajo01,1,11,7,3,0,10,1,5,26,0,3,NULL,40,NULL,1,0,NULL,0
bottari01,12,2,1,1,0,8,0,0,562,0,2,0,17,0,0,1,0,1
botteke01,12,31,10,13,1,66,0,2,292,0,3,0,191,0,1,26,0,0
bottira01,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
bottoji01,16,2313,1422,1177,58,591,219,664,1991,151,465,15,7471,NULL,43,177,NULL,33
bottsja01,4,65,28,33,1,108,5,38,93,1,15,0,282,1,3,0,3,9
botzbo01,1,0,0,1,0,3,0,0,35,0,0,0,9,0,0,1,0,0
bouchal01,1,119,49,62,13,88,2,52,147,4,26,NULL,516,NULL,2,23,NULL,NULL
bouchde01,5,2,0,1,0,4,0,0,35,0,2,0,9,0,0,3,0,0
bouched01,8,583,290,298,5,401,61,340,670,21,114,8,2199,29,27,9,18,47
bouchme01,2,5,2,2,0,1,0,1,17,1,1,NULL,17,NULL,0,0,NULL,NULL
boudrlo01,15,1779,789,861,51,309,68,796,1646,66,385,50,6029,NULL,34,164,NULL,155
bouldca01,4,0,0,0,0,15,0,2,29,0,0,1,21,0,0,0,0,0
boultja01,3,13,5,5,1,26,0,4,48,0,1,NULL,92,NULL,1,4,NULL,NULL
bourgja01,8,179,44,97,54,94,6,47,317,7,20,15,708,0,1,5,0,16
bourgst01,1,3,1,1,0,2,0,2,15,0,2,0,11,0,0,1,0,0
bourjch01,1,5,2,4,0,7,1,2,13,0,1,0,22,0,0,0,0,1
bourjpe01,9,498,168,280,66,547,43,133,849,37,90,32,2072,7,36,37,10,34
bourju01,6,407,277,188,3,395,84,201,507,2,66,0,1563,26,5,0,11,47
bournmi01,14,1272,361,678,341,1124,36,445,1361,69,191,94,4784,13,19,52,23,34
bournra01,7,234,85,104,12,64,4,59,365,3,44,5,932,3,10,30,4,32
bourqpa01,6,87,61,36,1,73,12,58,201,2,17,3,405,4,2,1,5,5
boutoji01,11,35,21,8,0,160,0,14,307,0,3,0,347,0,3,29,1,2
boveemi01,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
bowala01,17,2191,525,987,318,569,15,474,2247,99,262,105,8418,45,17,151,43,121
bowcobe01,1,16,10,7,1,15,1,3,14,1,3,NULL,50,NULL,0,2,NULL,NULL
bowdemi01,7,0,0,0,0,2,0,0,103,0,0,0,2,0,0,0,0,0
bowdeti01,1,2,0,0,0,6,0,1,7,0,0,NULL,9,NULL,0,0,NULL,NULL
bowench01,1,1,1,0,0,2,0,1,3,0,0,NULL,5,NULL,0,0,NULL,NULL
bowency01,1,1,1,1,0,2,0,1,2,0,0,NULL,3,NULL,0,2,NULL,NULL
bowenro01,7,79,43,50,1,139,9,48,216,1,20,3,378,3,3,6,4,7
bowenry01,5,18,3,9,0,36,0,5,71,1,4,1,102,0,0,5,0,0
bowensa01,7,287,143,141,25,293,45,100,479,6,48,13,1287,4,10,14,7,33
bowensa02,3,3,1,3,1,7,1,3,16,0,0,0,22,0,0,0,0,0
bowerbi01,1,15,6,5,1,5,0,4,26,1,2,1,78,NULL,0,1,NULL,4
bowerbr01,1,12,3,6,0,7,0,0,21,0,2,0,39,0,0,0,0,1
bowerce01,2,0,0,1,0,0,0,1,19,0,0,0,0,0,0,0,0,0
bowerfr01,16,853,393,345,81,242,13,130,1037,38,102,NULL,3410,NULL,48,71,NULL,NULL
bowersh01,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
bowerst01,3,1,0,3,0,2,0,1,18,0,0,0,5,0,0,0,0,NULL
bowesfr01,1,51,24,28,11,NULL,0,7,61,2,5,NULL,232,NULL,1,NULL,NULL,NULL
bowieji01,1,3,0,0,0,2,0,0,6,0,0,0,14,0,0,1,0,1
bowiemi01,7,4,4,0,0,7,0,1,88,0,0,0,26,0,0,2,0,0
bowkejo01,6,133,73,54,2,136,17,39,240,5,25,3,574,4,4,0,5,11
bowlebr01,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
bowlech01,2,6,3,0,0,4,0,0,16,0,1,0,29,NULL,0,0,NULL,1
bowleem01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bowlegr01,2,1,2,2,0,6,0,1,17,0,1,0,12,NULL,0,0,NULL,NULL
bowlist01,2,47,15,23,2,47,1,39,103,1,10,3,236,1,0,3,2,8
bowliwe01,1,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0
bowmaab01,2,1,0,0,0,8,0,0,24,0,0,0,21,0,0,0,0,0
bowmabi01,1,4,5,2,0,9,0,5,15,0,1,NULL,45,NULL,1,NULL,NULL,NULL
bowmabo01,4,7,4,5,0,61,1,10,109,0,1,0,101,0,0,10,0,1
bowmabo02,5,129,54,71,0,109,17,48,256,5,19,1,519,3,6,6,5,11
bowmael01,1,0,0,1,0,0,0,1,2,0,0,0,1,NULL,0,0,NULL,NULL
bowmaer01,3,39,10,29,3,33,1,2,165,2,4,3,205,0,1,7,2,4
bowmajo01,12,141,75,62,3,90,2,46,430,8,24,0,639,NULL,2,14,NULL,12
bowmama01,3,0,0,0,0,1,0,0,157,0,0,0,2,0,0,2,0,0
bowmaro01,5,3,0,0,0,7,0,2,50,0,0,0,18,0,0,2,0,0
bowmasu01,3,25,6,15,1,17,0,6,25,0,5,NULL,94,NULL,0,NULL,NULL,NULL
bowsere01,1,0,0,0,0,0,0,0,1,0,0,NULL,2,NULL,0,0,NULL,NULL
bowsfte01,8,22,8,19,0,66,0,14,235,1,3,0,173,0,0,13,0,1
bowyetr01,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
boxbebr01,7,0,0,0,0,1,0,0,291,0,0,0,3,0,0,1,0,0
boydbi01,4,192,91,94,6,13,3,10,146,9,30,3,666,NULL,NULL,NULL,NULL,2
boydbo01,10,567,175,253,9,114,19,167,693,23,81,17,1936,8,7,31,11,39
boydfr01,1,1,3,3,0,0,0,1,2,0,1,NULL,5,NULL,0,NULL,NULL,NULL
boydga01,1,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,0,0
boydja01,3,47,18,31,4,33,1,22,62,1,5,NULL,193,NULL,8,0,NULL,NULL
boydja02,5,0,0,0,0,1,0,0,113,0,0,0,1,0,0,0,0,0
boydma01,5,1,0,0,0,2,0,0,90,0,0,0,5,0,0,0,0,0
boydoi01,11,6,2,2,0,39,0,3,214,0,0,0,95,0,0,15,0,1
boydra01,2,2,1,1,0,3,0,2,10,0,0,NULL,17,NULL,1,1,NULL,NULL
boyerbl01,14,0,0,0,0,6,0,0,447,0,0,0,9,0,0,1,0,0
boyercl01,5,20,8,12,0,36,0,6,113,1,5,0,120,0,0,5,0,4
boyercl02,16,1396,654,645,41,931,162,470,1725,33,200,28,5780,74,25,37,53,136
boyerke01,17,2143,1141,1104,105,1017,282,713,2034,68,318,77,7455,97,20,17,63,185
boylado01,3,2,1,1,0,6,0,1,21,0,0,0,19,0,0,0,0,0
boylebu01,5,389,125,185,24,125,12,116,366,24,58,NULL,1343,NULL,3,12,NULL,13
boyleed01,2,0,0,0,0,3,0,2,5,0,0,NULL,14,NULL,0,0,NULL,NULL
boyleha01,2,1,0,0,0,3,0,0,11,0,0,0,9,NULL,0,0,NULL,0
boylehe01,6,230,70,120,7,129,10,51,291,7,42,NULL,1049,NULL,4,NULL,NULL,NULL
boyleja01,13,1070,570,671,126,339,23,326,1087,54,139,NULL,4232,NULL,59,46,NULL,NULL
boyleja02,1,7,2,4,0,5,0,1,15,0,1,NULL,25,NULL,0,0,NULL,NULL
boyleji01,1,0,0,0,0,0,0,0,1,0,0,NULL,0,NULL,0,0,NULL,NULL
bozema01,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
brabege01,5,19,7,11,0,108,2,5,152,0,3,1,187,0,1,9,1,3
brachbr01,9,0,0,0,0,0,0,0,424,0,0,0,1,0,0,1,0,0
brachsi01,4,0,0,0,0,1,0,0,91,0,0,0,1,0,0,0,0,0
brackan01,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
brackgi01,4,273,113,150,13,186,16,92,315,18,70,NULL,980,NULL,1,8,NULL,15
brackja01,1,10,4,2,0,8,0,0,12,0,4,NULL,44,NULL,0,0,NULL,NULL
brackjo01,1,2,1,0,1,3,0,1,7,0,0,NULL,13,NULL,0,0,NULL,NULL
braddza01,2,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0
bradeda01,5,0,0,0,0,2,0,0,94,0,0,0,4,0,0,2,0,0
bradedo01,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
bradfbi01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bradfbu01,14,363,175,224,36,411,52,184,697,8,50,24,1605,16,19,12,11,43
bradfch01,13,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0
bradfch02,2,0,0,0,0,1,0,0,74,0,0,0,1,0,0,0,0,0
bradfla01,4,1,0,1,0,2,0,0,104,0,0,0,5,0,0,0,0,1
bradfvi01,1,1,1,1,0,1,0,1,6,0,0,NULL,5,NULL,0,0,NULL,0
bradlal01,1,0,NULL,0,NULL,NULL,0,2,1,0,0,NULL,3,NULL,NULL,NULL,NULL,NULL
bradlar01,4,6,5,2,0,37,0,0,173,0,0,1,61,0,0,4,1,0
bradlbe01,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
bradlbi01,14,1471,552,754,181,531,34,290,1461,84,275,NULL,5430,NULL,73,253,NULL,NULL
bradlfo01,1,19,8,12,NULL,3,0,2,22,1,2,NULL,82,NULL,NULL,NULL,NULL,NULL
bradlfr01,2,0,0,0,0,1,0,0,9,0,0,0,2,NULL,0,0,NULL,0
bradlge01,13,518,172,272,5,152,3,40,567,38,64,3,2258,NULL,0,NULL,NULL,2
bradlge02,1,2,3,2,0,1,0,0,4,0,1,0,12,NULL,0,0,NULL,2
bradlhe01,3,5,1,0,0,3,0,0,24,0,0,0,21,NULL,0,2,NULL,NULL
bradlhu01,7,238,117,84,23,57,2,59,277,12,46,NULL,913,NULL,12,39,NULL,NULL
bradlja01,1,0,0,0,0,1,0,0,2,0,0,NULL,3,NULL,0,0,NULL,NULL
bradlja02,6,527,292,334,47,625,70,225,671,20,123,6,2214,13,40,2,16,40
bradlje01,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
bradlma01,3,23,5,13,4,36,3,11,90,0,5,2,113,1,0,0,0,2
bradlmi01,14,976,481,541,88,817,125,496,1042,17,202,40,3605,38,44,14,19,91
bradlph01,9,1058,376,565,155,718,78,432,1022,43,179,62,3695,18,65,36,21,81
bradlry01,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
bradlsc01,11,424,184,149,3,110,18,104,604,6,75,6,1648,14,11,16,22,52
bradlto01,7,48,15,12,0,117,1,10,189,0,6,0,332,0,0,32,0,0
bradsda01,1,0,0,0,0,1,0,0,2,0,0,NULL,4,NULL,0,0,NULL,NULL
bradsge01,1,5,6,3,0,2,0,1,10,0,2,0,23,NULL,1,0,NULL,2
bradsjo01,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
bradste01,2,17,5,10,1,12,0,5,34,1,2,3,65,0,0,1,0,0
brady01,1,1,0,1,0,0,0,0,1,1,0,0,4,NULL,NULL,NULL,NULL,0
bradybi01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bradybo01,2,1,0,0,0,1,0,1,4,0,0,NULL,6,NULL,0,0,NULL,0
bradybr01,1,1,1,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0
bradycl01,1,41,12,16,0,12,0,13,53,1,5,1,180,NULL,1,6,NULL,NULL
bradydo01,1,4,3,4,0,4,0,2,12,0,1,1,21,0,0,0,0,1
bradyji01,1,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0
bradyki01,5,2,0,1,0,3,0,0,8,0,0,NULL,18,NULL,0,0,NULL,NULL
bradymi01,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
bradyne01,3,7,2,4,0,10,0,1,24,1,0,0,31,NULL,0,0,NULL,NULL
bradyst01,7,529,114,313,22,15,4,94,490,20,50,2,2030,NULL,9,NULL,NULL,3
bragabo01,7,456,172,136,12,117,15,110,597,12,62,NULL,1900,NULL,2,39,NULL,54
braggda01,14,627,260,341,56,570,46,304,916,14,145,24,2461,17,25,24,21,54
braggdi01,1,2,2,1,1,2,0,0,4,0,0,NULL,13,NULL,0,1,NULL,NULL
bragggl01,8,601,321,308,58,472,70,211,692,16,102,26,2336,22,24,9,29,63
brainas01,5,116,45,71,4,7,0,10,108,0,11,3,467,NULL,NULL,NULL,NULL,4
brainda01,9,641,303,254,73,216,27,134,679,52,97,NULL,2543,NULL,11,55,NULL,NULL
brainfr01,3,51,21,32,6,44,1,22,95,2,7,7,261,NULL,1,4,NULL,NULL
braital01,1,0,0,0,0,0,0,0,2,0,0,NULL,0,NULL,0,0,NULL,NULL
brameer01,5,121,75,43,0,32,8,10,218,2,21,NULL,396,NULL,2,8,NULL,NULL
bramhar01,1,0,0,0,0,0,0,0,2,0,0,NULL,1,NULL,0,0,NULL,0
brancal01,4,199,80,117,5,92,4,96,282,11,37,6,930,NULL,3,9,NULL,24
brancha01,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
brancno01,2,1,1,1,0,5,0,1,37,0,0,0,13,NULL,0,0,NULL,1
brancra01,14,66,31,35,0,160,2,36,322,1,6,0,464,0,0,37,0,12
brancro01,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
brandbi01,3,2,0,1,0,2,0,0,34,0,0,NULL,15,NULL,0,1,NULL,0
brandbu01,8,20,3,9,0,53,0,5,229,1,5,0,122,0,2,17,1,2
brandch01,3,4,0,3,0,4,0,3,32,0,0,NULL,27,NULL,0,0,NULL,NULL
branded01,11,187,59,80,1,83,0,55,404,4,21,NULL,793,NULL,0,30,NULL,9
brandja01,13,1020,485,540,45,574,112,351,1221,37,175,30,3895,20,12,31,29,75
brandma01,4,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0
brandro01,8,322,106,108,20,126,3,112,568,7,34,13,1345,16,14,22,7,42
brannmi01,2,2,0,4,2,0,0,0,5,0,0,0,23,NULL,NULL,NULL,NULL,0
brannot01,2,133,74,72,3,23,11,64,158,3,19,9,534,NULL,4,25,NULL,NULL
branodu01,1,22,13,8,2,5,0,2,30,0,1,1,94,NULL,0,6,NULL,NULL
bransje01,10,383,156,173,9,312,34,122,694,11,72,5,1555,25,4,22,17,36
branski01,13,1351,637,529,175,384,13,221,1330,75,225,NULL,4999,NULL,24,142,NULL,NULL
brantcl01,2,3,1,1,0,8,0,1,34,1,0,0,22,0,0,9,0,0
brantje01,14,8,5,5,0,23,0,2,615,0,1,0,68,0,0,11,0,2
brantma01,2,2,2,2,0,6,0,0,8,0,0,0,20,0,0,0,0,0
